date,sunrise,daylight_duration_sec,sunshine_duration_sec,precip_hours,rain_sum_in,temp_mean_f,weather_code_daily
2023-11-18,1700309549,37235.977,33633.008,0.0,0.0,59.64245,1.0
2023-11-19,1700396006,37150.11,33651.66,0.0,0.0,55.1837,0.0
2023-11-20,1700482462,37065.777,91.045876,7.0,2.8,57.639954,55.0
2023-11-21,1700568919,36983.086,135.51659,19.0,44.899994,60.163704,65.0
2023-11-22,1700655375,36902.16,2679.8538,0.0,0.0,50.31995,3.0
2023-11-23,1700741832,36823.1,33149.938,0.0,0.0,45.44495,3.0
2023-11-24,1700828288,36746.047,29058.34,2.0,0.3,48.797447,51.0
2023-11-25,1700914743,36671.1,26292.268,0.0,0.0,48.639946,3.0
2023-11-26,1701001198,36598.4,7299.7812,4.0,3.6,46.26245,61.0
2023-11-27,1701087653,36528.05,32406.648,0.0,0.0,42.5312,3.0
2023-11-28,1701174107,36460.184,32406.37,0.0,0.0,39.1712,3.0
2023-11-29,1701260560,36394.918,32730.754,0.0,0.0,37.76495,3.0
2023-11-30,1701347012,36332.383,32662.764,0.0,0.0,44.571198,3.0
2023-12-01,1701433463,36272.703,0.0,6.0,7.4000006,53.2637,63.0
2023-12-02,1701519913,36216.0,0.0,14.0,6.799999,61.791195,63.0
2023-12-03,1701606362,36162.406,21051.32,6.0,1.9,61.138702,53.0
2023-12-04,1701692809,36111.805,32400.0,0.0,0.0,51.947453,3.0
2023-12-05,1701779257,36063.594,32436.969,0.0,0.0,47.008698,2.0
2023-12-06,1701865705,36017.805,32433.59,0.0,0.0,43.8662,2.0
2023-12-07,1701952152,35974.477,32429.297,0.0,0.0,41.13995,3.0
2023-12-08,1702038599,35933.67,29022.484,0.0,0.0,47.2037,3.0
2023-12-09,1702125045,35895.44,27366.924,7.0,4.0999994,59.54495,61.0
2023-12-10,1702211490,35859.844,0.0,18.0,16.2,53.43995,65.0
2023-12-11,1702297935,35826.914,32405.633,0.0,0.0,37.727448,0.0
2023-12-12,1702384379,35796.723,32375.064,0.0,0.0,38.9162,2.0
2023-12-13,1702470822,35769.312,31933.19,0.0,0.0,41.80745,3.0
2023-12-14,1702557263,35744.734,32288.057,0.0,0.0,44.73245,3.0
2023-12-15,1702643704,35723.03,32246.46,0.0,0.0,42.546204,3.0
2023-12-16,1702730143,35704.26,12247.355,5.0,2.6999998,46.427452,61.0
2023-12-17,1702816581,35688.473,3600.0,8.0,0.8000001,49.599953,51.0
2023-12-18,1702903017,35675.7,32155.062,0.0,0.0,43.9412,1.0
2023-12-19,1702989451,35666.0,32121.906,0.0,0.0,33.61745,3.0
2023-12-20,1703075884,35659.414,32054.879,0.0,0.0,35.67995,3.0
2023-12-21,1703162314,35655.98,28423.682,0.0,0.0,40.21745,3.0
2023-12-22,1703248743,35655.74,23372.615,0.0,0.0,45.141197,3.0
2023-12-23,1703335170,35658.74,31967.918,0.0,0.0,50.24495,3.0
2023-12-24,1703421594,35665.016,26592.715,3.0,0.4,53.55995,51.0
2023-12-25,1703508018,35674.605,0.0,21.0,39.399998,57.06245,63.0
2023-12-26,1703594440,35687.45,0.0,14.0,17.3,57.658695,63.0
2023-12-27,1703680861,35703.496,30536.555,0.0,0.0,50.37245,3.0
2023-12-28,1703767280,35722.688,31954.875,0.0,0.0,44.3087,3.0
2023-12-29,1703853698,35744.973,18194.451,2.0,0.2,38.90495,51.0
2023-12-30,1703940115,35770.285,22089.168,0.0,0.0,37.84745,3.0
2023-12-31,1704026530,35798.566,31813.23,0.0,0.0,40.0412,3.0
2024-01-01,1704112944,35829.758,30720.994,0.0,0.0,40.02245,3.0
2024-01-02,1704199356,35863.797,32311.871,0.0,0.0,36.28745,3.0
2024-01-03,1704285766,35900.625,6806.2285,3.0,0.3,36.7112,51.0
2024-01-04,1704372174,35940.176,32412.363,0.0,0.0,37.89995,0.0
2024-01-05,1704458581,35982.383,31464.621,1.0,0.8,38.2712,53.0
2024-01-06,1704544986,36027.195,11004.968,9.0,28.000002,45.6737,65.0
2024-01-07,1704631389,36074.535,30514.55,0.0,0.0,41.6987,3.0
2024-01-08,1704717790,36124.34,28800.0,3.0,5.3999996,38.9762,63.0
2024-01-09,1704804189,36176.56,14386.419,16.0,75.700005,47.7887,65.0
2024-01-10,1704890586,36231.11,32718.885,0.0,0.0,38.8037,3.0
2024-01-11,1704976981,36287.938,33034.855,0.0,0.0,44.1287,2.0
2024-01-12,1705063374,36346.98,181.76135,7.0,10.9,46.8587,65.0
2024-01-13,1705149765,36408.42,33167.027,0.0,0.0,35.60495,3.0
2024-01-14,1705236154,36472.895,31079.596,0.0,0.0,39.89495,3.0
2024-01-15,1705322540,36540.305,32298.75,0.0,0.0,45.006203,3.0
2024-01-16,1705408925,36610.527,25487.945,6.0,1.4000001,29.17745,51.0
2024-01-17,1705495309,36683.426,33468.59,0.0,0.0,22.547451,2.0
2024-01-18,1705581690,36758.863,31891.27,1.0,0.4,34.72745,51.0
2024-01-19,1705668070,36836.727,29967.047,4.0,0.5,37.18745,51.0
2024-01-20,1705754447,36916.87,33723.566,0.0,0.0,21.039951,1.0
2024-01-21,1705840824,36999.184,33813.242,0.0,0.0,25.19495,3.0
2024-01-22,1705927198,37083.523,32469.852,0.0,0.0,35.07995,3.0
2024-01-23,1706013571,37169.78,9376.447,4.0,0.6,42.3587,51.0
2024-01-24,1706099942,37257.82,0.0,9.0,12.8,53.8037,65.0
2024-01-25,1706186312,37347.535,4829.07,15.0,34.6,62.919952,65.0
2024-01-26,1706272680,37438.793,24551.855,1.0,0.1,62.2787,51.0
2024-01-27,1706359047,37531.49,0.0,14.0,20.2,59.9087,63.0
2024-01-28,1706445412,37625.5,1284.0875,0.0,0.0,45.45995,3.0
2024-01-29,1706531776,37720.71,34594.836,0.0,0.0,42.5237,3.0
2024-01-30,1706618138,37817.01,34698.555,2.0,0.8,42.06245,53.0
2024-01-31,1706704499,37914.293,34803.18,1.0,0.8,43.3187,53.0
2024-02-01,1706790859,38012.453,33505.297,0.0,0.0,41.18495,3.0
2024-02-02,1706877217,38111.742,34992.55,0.0,0.0,49.05245,3.0
2024-02-03,1706963573,38213.094,35053.83,0.0,0.0,47.40245,3.0
2024-02-04,1707049927,38316.418,0.0,13.0,12.9,41.8937,61.0
2024-02-05,1707136280,38421.598,3600.0,6.0,3.5000002,44.9687,61.0
2024-02-06,1707222630,38528.484,35244.273,0.0,0.0,45.25745,0.0
2024-02-07,1707308979,38636.96,35332.914,0.0,0.0,42.583702,3.0
2024-02-08,1707395327,38746.883,28874.457,0.0,0.0,44.6162,3.0
2024-02-09,1707481673,38858.133,17029.447,0.0,0.0,53.14745,3.0
2024-02-10,1707568018,38970.59,9202.234,7.0,2.0,58.08995,53.0
2024-02-11,1707654361,39084.13,8439.03,17.0,24.599998,61.089954,63.0
2024-02-12,1707740703,39198.63,0.0,21.0,48.8,55.446198,65.0
2024-02-13,1707827045,39313.973,35754.008,0.0,0.0,44.732452,3.0
2024-02-14,1707913385,39430.047,36001.5,0.0,0.0,47.6387,0.0
2024-02-15,1707999724,39546.74,36139.855,0.0,0.0,49.36745,3.0
2024-02-16,1708086062,39663.93,22179.477,0.0,0.0,53.8562,3.0
2024-02-17,1708172400,39781.516,22004.873,6.0,1.9,42.7412,53.0
2024-02-18,1708258737,39899.387,28426.27,0.0,0.0,37.56995,3.0
2024-02-19,1708345073,40017.438,36000.0,0.0,0.0,43.08245,3.0
2024-02-20,1708431409,40135.555,35108.25,1.0,0.1,43.4612,51.0
2024-02-21,1708517744,40253.65,36967.04,0.0,0.0,47.3537,3.0
2024-02-22,1708604078,40371.977,31902.738,1.0,0.3,54.0662,51.0
2024-02-23,1708690411,40491.477,36528.324,6.0,3.9,57.084953,61.0
2024-02-24,1708776743,40612.11,37367.453,1.0,0.1,49.76495,51.0
2024-02-25,1708863073,40733.77,37435.8,0.0,0.0,44.5487,3.0
2024-02-26,1708949402,40856.35,37509.15,0.0,0.0,55.14995,3.0
2024-02-27,1709035729,40979.758,13787.805,6.0,2.5,62.559944,55.0
2024-02-28,1709122056,41103.887,18075.191,10.0,8.400001,59.9537,63.0
2024-02-29,1709208382,41228.64,22172.121,0.0,0.0,44.4362,3.0
2024-03-01,1709294707,41353.918,0.0,18.0,22.600002,41.919952,63.0
2024-03-02,1709381031,41479.633,17828.53,6.0,13.599999,49.5512,65.0
2024-03-03,1709467355,41605.68,16377.0,3.0,0.3,55.119953,51.0
2024-03-04,1709553678,41731.973,20574.533,0.0,0.0,57.6512,3.0
2024-03-05,1709640001,41858.41,1454.7416,10.0,15.699999,57.33245,63.0
2024-03-06,1709726323,41984.914,11458.858,14.0,20.300001,58.063698,63.0
2024-03-07,1709812645,42111.375,38361.293,0.0,0.0,59.184948,3.0
2024-03-08,1709898967,42237.715,1178.8536,9.0,25.6,58.528698,65.0
2024-03-09,1709985289,42363.836,8863.999,10.0,17.900003,58.60745,65.0
2024-03-10,1710071611,42489.66,39350.945,0.0,0.0,48.137447,3.0
2024-03-11,1710157933,42615.086,39009.074,0.0,0.0,46.232452,3.0
2024-03-12,1710244256,42740.027,38911.004,0.0,0.0,51.42245,3.0
2024-03-13,1710330578,42864.727,38413.47,0.0,0.0,55.307453,3.0
2024-03-14,1710416900,42990.05,38837.68,0.0,0.0,61.382442,3.0
2024-03-15,1710503220,43115.977,10800.0,8.0,5.7,63.2537,61.0
2024-03-16,1710589540,43242.41,35715.36,0.0,0.0,60.67745,3.0
2024-03-17,1710675859,43369.28,18000.0,2.0,0.5,56.43245,51.0
2024-03-18,1710762178,43496.508,40482.832,0.0,0.0,47.7437,3.0
2024-03-19,1710848496,43624.004,40735.07,0.0,0.0,42.4337,0.0
2024-03-20,1710934814,43751.684,40498.49,0.0,0.0,52.73495,3.0
2024-03-21,1711021132,43879.48,39407.89,0.0,0.0,58.491203,3.0
2024-03-22,1711107449,44007.305,9352.993,11.0,24.5,56.7137,63.0
2024-03-23,1711193767,44135.074,36831.812,0.0,0.0,56.754948,3.0
2024-03-24,1711280084,44262.703,37737.824,0.0,0.0,48.718697,3.0
2024-03-25,1711366402,44390.125,36832.504,0.0,0.0,51.13745,3.0
2024-03-26,1711452719,44517.242,1588.3173,7.0,13.8,57.7487,63.0
2024-03-27,1711539038,44643.98,39877.27,0.0,0.0,58.5812,3.0
2024-03-28,1711625356,44770.254,37896.223,0.0,0.0,54.22745,3.0
2024-03-29,1711711675,44895.977,41576.297,0.0,0.0,52.558697,1.0
2024-03-30,1711797995,45021.066,41618.246,0.0,0.0,57.89495,3.0
2024-03-31,1711884316,45145.43,38940.613,0.0,0.0,63.381203,3.0
2024-04-01,1711970637,45268.992,20160.63,2.0,0.3,66.63619,51.0
2024-04-02,1712056959,45391.973,20310.781,5.0,2.4,69.741196,55.0
2024-04-03,1712143281,45515.18,36894.25,6.0,16.6,58.119953,65.0
2024-04-04,1712229603,45638.598,39981.953,0.0,0.0,50.4887,3.0
2024-04-05,1712315924,45762.145,42322.6,0.0,0.0,48.234947,0.0
2024-04-06,1712402246,45885.74,42551.215,0.0,0.0,48.1712,3.0
2024-04-07,1712488567,46009.297,40279.32,0.0,0.0,53.9762,3.0
2024-04-08,1712574889,46132.746,40988.164,0.0,0.0,62.39495,3.0
2024-04-09,1712661211,46256.0,151.92558,18.0,16.500002,60.0587,61.0
2024-04-10,1712747533,46378.965,9925.739,12.0,16.5,62.477448,63.0
2024-04-11,1712833855,46501.58,20491.113,18.0,7.5,62.55245,63.0
2024-04-12,1712920178,46623.734,43690.395,0.0,0.0,56.184944,0.0
2024-04-13,1713006502,46745.355,43808.184,0.0,0.0,58.3637,0.0
2024-04-14,1713092827,46866.348,40434.516,0.0,0.0,64.39371,3.0
2024-04-15,1713179152,46986.625,44041.39,0.0,0.0,66.999954,3.0
2024-04-16,1713265478,47106.1,34206.117,0.0,0.0,68.0237,3.0
2024-04-17,1713351805,47224.668,19276.656,6.0,2.5,69.04745,55.0
2024-04-18,1713438133,47342.246,40910.465,1.0,0.1,68.80745,51.0
2024-04-19,1713524462,47458.73,43095.754,2.0,0.3,71.5037,51.0
2024-04-20,1713610792,47574.023,44364.086,3.0,1.6,68.0387,55.0
2024-04-21,1713697124,47688.02,10722.637,15.0,34.7,52.50245,63.0
2024-04-22,1713783457,47800.945,44824.055,0.0,0.0,52.45745,2.0
2024-04-23,1713869790,47913.56,44931.61,0.0,0.0,56.14745,0.0
2024-04-24,1713956124,48025.848,41968.508,4.0,1.0,61.131203,53.0
2024-04-25,1714042458,48137.71,36141.027,0.0,0.0,63.943703,3.0
2024-04-26,1714128793,48249.08,33327.156,0.0,0.0,67.62619,3.0
2024-04-27,1714215129,48359.848,12825.926,0.0,0.0,65.79245,3.0
2024-04-28,1714301466,48469.934,45460.934,0.0,0.0,67.3862,2.0
2024-04-29,1714387803,48579.246,43554.207,0.0,0.0,66.71495,3.0
2024-04-30,1714474141,48687.684,33335.855,9.0,5.4999995,67.251205,63.0
2024-05-01,1714560480,48795.16,40224.387,0.0,0.0,68.046196,3.0
2024-05-02,1714646821,48901.574,45869.277,0.0,0.0,71.3462,3.0
2024-05-03,1714733162,49006.83,43063.58,2.0,0.90000004,74.91245,53.0
2024-05-04,1714819504,49110.816,35906.83,6.0,2.1000001,70.5437,53.0
2024-05-05,1714905848,49213.44,45119.8,9.0,2.0,71.1887,55.0
2024-05-06,1714992193,49314.598,35992.766,12.0,16.5,71.29745,63.0
2024-05-07,1715078539,49414.18,43973.04,0.0,0.0,73.73119,3.0
2024-05-08,1715164887,49512.074,46187.312,3.0,0.5,76.76869,51.0
2024-05-09,1715251236,49608.176,21600.0,12.0,21.400002,71.1287,63.0
2024-05-10,1715337587,49702.37,34939.375,3.0,2.5,70.6712,61.0
2024-05-11,1715423939,49794.547,46504.93,0.0,0.0,62.7062,1.0
2024-05-12,1715510293,49884.863,43080.16,0.0,0.0,65.889946,3.0
2024-05-13,1715596649,49974.008,8981.633,8.0,4.9,63.808697,55.0
2024-05-14,1715683005,50061.95,15416.794,11.0,11.800001,66.921196,61.0
2024-05-15,1715769363,50148.605,46669.96,7.0,1.8000002,69.68495,55.0
2024-05-16,1715855722,50233.89,46708.0,0.0,0.0,70.20619,3.0
2024-05-17,1715942083,50317.71,8786.142,12.0,11.000001,67.5812,63.0
2024-05-18,1716028445,50399.992,12071.51,14.0,15.500001,68.9237,63.0
2024-05-19,1716114808,50480.645,37917.074,9.0,13.500001,69.1562,65.0
2024-05-20,1716201173,50559.57,46800.0,0.0,0.0,70.22495,3.0
2024-05-21,1716287539,50636.684,46800.0,0.0,0.0,73.45744,3.0
2024-05-22,1716373906,50711.9,44352.906,0.0,0.0,75.0137,3.0
2024-05-23,1716460275,50785.117,35098.426,2.0,1.4000001,75.1862,55.0
2024-05-24,1716546645,50856.25,38575.414,5.0,10.300001,74.06495,63.0
2024-05-25,1716633017,50925.203,36000.0,6.0,15.700001,74.20745,65.0
2024-05-26,1716719390,50991.88,38728.418,5.0,4.3999996,78.67369,61.0
2024-05-27,1716805765,51056.184,32417.246,9.0,12.999999,75.15245,63.0
2024-05-28,1716892141,51118.02,46888.86,0.0,0.0,73.64494,3.0
2024-05-29,1716978519,51177.3,46887.168,0.0,0.0,72.4337,3.0
2024-05-30,1717064899,51233.91,47044.645,0.0,0.0,70.35245,3.0
2024-05-31,1717151280,51287.777,44922.05,0.0,0.0,70.50995,3.0
2024-06-01,1717237663,51338.96,16536.553,2.0,0.2,69.14495,51.0
2024-06-02,1717324047,51387.887,36518.582,7.0,2.0,72.1037,53.0
2024-06-03,1717410434,51434.543,42710.65,6.0,1.7,74.02745,53.0
2024-06-04,1717496822,51478.887,44684.945,5.0,1.9000001,74.16619,55.0
2024-06-05,1717583212,51520.867,45055.93,7.0,5.1,74.18495,61.0
2024-06-06,1717669604,51560.453,30260.326,9.0,4.4,73.50995,61.0
2024-06-07,1717755997,51597.605,47334.28,0.0,0.0,75.328705,2.0
2024-06-08,1717842392,51632.273,47051.855,0.0,0.0,74.11369,3.0
2024-06-09,1717928788,51664.426,46800.0,2.0,0.70000005,78.7712,51.0
2024-06-10,1718015186,51694.02,35535.355,3.0,2.7,74.87869,61.0
2024-06-11,1718101586,51721.016,47150.164,0.0,0.0,74.4362,3.0
2024-06-12,1718187987,51745.375,46183.945,0.0,0.0,78.3887,3.0
2024-06-13,1718274389,51767.066,43755.363,0.0,0.0,80.34245,3.0
2024-06-14,1718360793,51786.05,47254.473,0.0,0.0,82.45746,3.0
2024-06-15,1718447198,51802.29,47046.992,1.0,0.5,84.03245,53.0
2024-06-16,1718533604,51815.75,47046.027,1.0,0.2,84.343704,51.0
2024-06-17,1718620012,51826.4,46939.008,1.0,0.3,82.68245,51.0
2024-06-18,1718706420,51834.21,46800.0,0.0,0.0,80.4812,3.0
2024-06-19,1718792830,51839.145,45830.46,0.0,0.0,78.7187,3.0
2024-06-20,1718879241,51841.18,46934.273,0.0,0.0,79.896194,3.0
2024-06-21,1718965653,51840.273,47584.46,0.0,0.0,80.72495,1.0
2024-06-22,1719052067,51836.414,46822.676,0.0,0.0,83.32371,3.0
2024-06-23,1719138483,51829.633,47587.266,0.0,0.0,86.1212,2.0
2024-06-24,1719224900,51819.97,47698.113,0.0,0.0,85.9937,2.0
2024-06-25,1719311319,51807.457,47148.79,0.0,0.0,83.91619,2.0
2024-06-26,1719397739,51792.137,46800.0,3.0,5.2000003,85.6487,63.0
2024-06-27,1719484161,51774.05,22567.488,5.0,1.3000001,79.36371,51.0
2024-06-28,1719570584,51753.24,41554.137,15.0,14.6,79.92621,63.0
2024-06-29,1719657008,51729.742,38733.734,8.0,3.6999998,80.5262,61.0
2024-06-30,1719743434,51703.6,46389.195,5.0,1.6000001,84.38495,53.0
2024-07-01,1719829860,51674.867,46815.527,4.0,1.6,83.57496,53.0
2024-07-02,1719916288,51643.58,38221.47,0.0,0.0,81.25369,3.0
2024-07-03,1720002716,51609.785,43669.082,9.0,1.4000002,81.80869,51.0
2024-07-04,1720089146,51573.523,47036.76,2.0,0.3,84.39995,51.0
2024-07-05,1720175576,51534.85,44880.61,7.0,17.8,83.51496,63.0
2024-07-06,1720262006,51493.805,25189.344,16.0,19.5,78.6887,65.0
2024-07-07,1720348438,51450.45,37838.85,10.0,23.900002,79.0562,65.0
2024-07-08,1720434870,51404.805,38543.688,5.0,0.6,80.19994,51.0
2024-07-09,1720521302,51356.94,43227.95,7.0,2.5,79.77245,61.0
2024-07-10,1720607734,51306.9,47228.473,1.0,0.1,78.56495,51.0
2024-07-11,1720694167,51254.543,47090.535,0.0,0.0,77.76994,3.0
2024-07-12,1720780602,51199.434,46744.656,0.0,0.0,80.7212,3.0
2024-07-13,1720867037,51141.645,46714.023,1.0,0.1,82.532455,51.0
2024-07-14,1720953473,51081.266,46682.586,0.0,0.0,84.5237,3.0
2024-07-15,1721039910,51018.395,46185.258,4.0,2.6000001,82.69371,61.0
2024-07-16,1721126347,50953.137,43017.484,4.0,3.9,79.47995,61.0
2024-07-17,1721212786,50885.59,43231.64,3.0,0.3,80.83745,51.0
2024-07-18,1721299225,50815.844,35050.43,10.0,33.1,76.92995,65.0
2024-07-19,1721385665,50743.996,20853.834,13.0,23.8,74.43994,65.0
2024-07-20,1721472105,50670.15,25118.102,18.0,19.6,74.1662,63.0
2024-07-21,1721558546,50594.387,30010.201,11.0,7.5,75.13745,63.0
2024-07-22,1721644987,50516.812,41202.863,13.0,12.199999,75.13744,63.0
2024-07-23,1721731428,50437.516,14267.201,12.0,18.499998,74.5937,65.0
2024-07-24,1721817870,50356.58,18840.258,11.0,11.900001,74.7437,63.0
2024-07-25,1721904312,50274.11,35366.08,11.0,1.9000001,75.52745,51.0
2024-07-26,1721990754,50190.184,32628.234,9.0,4.4999995,75.4712,63.0
2024-07-27,1722077196,50104.89,23934.55,2.0,0.2,76.19495,51.0
2024-07-28,1722163638,50018.32,10705.409,16.0,19.400002,73.7537,63.0
2024-07-29,1722250080,49930.562,35059.062,9.0,2.6,75.88745,55.0
2024-07-30,1722336522,49841.688,38917.59,7.0,7.1000004,76.75746,63.0
2024-07-31,1722422963,49751.516,37635.562,7.0,7.8999996,76.31495,63.0
2024-08-01,1722509405,49659.36,45863.062,2.0,0.7,80.0387,53.0
2024-08-02,1722595848,49565.285,44250.88,4.0,1.6,81.178696,53.0
2024-08-03,1722682290,49469.406,45784.56,8.0,3.7,77.44745,61.0
2024-08-04,1722768733,49371.832,40315.94,3.0,0.9,77.7062,53.0
2024-08-05,1722855176,49272.66,45705.188,3.0,0.5,79.1987,51.0
2024-08-06,1722941619,49172.01,37402.023,7.0,1.1,79.94495,51.0
2024-08-07,1723028062,49069.973,45625.18,0.0,0.0,81.3512,3.0
2024-08-08,1723114505,48966.66,45585.008,0.0,0.0,82.599945,3.0
2024-08-09,1723200949,48862.16,45544.754,2.0,0.2,82.1312,51.0
2024-08-10,1723287392,48756.586,45504.45,0.0,0.0,81.09995,0.0
2024-08-11,1723373835,48650.023,45464.117,0.0,0.0,79.1087,3.0
2024-08-12,1723460279,48542.566,45423.78,0.0,0.0,78.85745,3.0
2024-08-13,1723546722,48434.31,45383.465,0.0,0.0,80.34245,2.0
2024-08-14,1723633165,48325.344,44736.6,3.0,0.4,78.96995,51.0
2024-08-15,1723719608,48215.76,43106.38,3.0,0.5,80.25995,51.0
2024-08-16,1723806051,48105.652,44848.664,7.0,10.700001,80.3312,65.0
2024-08-17,1723892493,47995.1,34913.082,5.0,10.000001,78.01745,65.0
2024-08-18,1723978936,47884.188,44440.62,2.0,0.5,77.608696,51.0
2024-08-19,1724065378,47772.992,44488.844,0.0,0.0,76.708694,0.0
2024-08-20,1724151820,47661.312,44286.47,1.0,0.1,75.4412,51.0
2024-08-21,1724238262,47548.39,44085.316,0.0,0.0,74.27495,2.0
2024-08-22,1724324704,47434.273,42637.023,0.0,0.0,75.0812,3.0
2024-08-23,1724411146,47319.05,44161.082,0.0,0.0,72.7037,0.0
2024-08-24,1724497587,47202.824,44074.918,0.0,0.0,73.468704,0.0
2024-08-25,1724584029,47085.676,43987.227,0.0,0.0,75.2387,0.0
2024-08-26,1724670471,46967.707,43898.035,0.0,0.0,76.303696,0.0
2024-08-27,1724756912,46848.992,43471.44,0.0,0.0,78.65871,0.0
2024-08-28,1724843353,46729.625,43274.258,1.0,0.1,82.11995,51.0
2024-08-29,1724929795,46609.69,43079.28,0.0,0.0,82.8362,3.0
2024-08-30,1725016236,46489.277,42886.71,5.0,1.3,81.36245,53.0
2024-08-31,1725102677,46368.453,39354.21,4.0,0.90000004,80.319954,53.0
2024-09-01,1725189118,46247.312,35494.332,4.0,0.90000004,78.786194,51.0
2024-09-02,1725275559,46125.93,41935.523,2.0,0.6,78.696205,51.0
2024-09-03,1725362000,46004.387,35960.504,1.0,0.1,76.524956,51.0
2024-09-04,1725448441,45882.754,42343.03,0.0,0.0,73.21745,3.0
2024-09-05,1725534882,45761.117,37227.195,0.0,0.0,75.0437,3.0
2024-09-06,1725621322,45639.55,4721.008,5.0,2.8,71.5862,61.0
2024-09-07,1725707763,45518.13,41406.547,1.0,0.1,73.5587,51.0
2024-09-08,1725794204,45396.92,41546.977,0.0,0.0,71.19245,3.0
2024-09-09,1725880645,45275.71,41629.758,0.0,0.0,72.849945,3.0
2024-09-10,1725967086,45153.74,40086.527,0.0,0.0,73.5362,3.0
2024-09-11,1726053526,45031.023,29029.486,2.0,1.0,71.97244,53.0
2024-09-12,1726139967,44907.656,7200.0,16.0,8.600001,67.1237,55.0
2024-09-13,1726226408,44783.715,15651.555,14.0,5.0,70.6562,55.0
2024-09-14,1726312848,44659.277,8503.539,13.0,3.0,71.289955,53.0
2024-09-15,1726399289,44534.426,20207.418,6.0,0.90000004,72.45995,51.0
2024-09-16,1726485729,44409.24,40170.367,0.0,0.0,72.3212,3.0
2024-09-17,1726572170,44283.79,25200.0,0.0,0.0,69.021194,3.0
2024-09-18,1726658611,44158.156,36786.027,2.0,0.2,71.3162,51.0
2024-09-19,1726745051,44032.418,39704.027,4.0,0.4,73.7987,51.0
2024-09-20,1726831492,43906.65,39835.45,0.0,0.0,76.9637,1.0
2024-09-21,1726917933,43780.92,39714.98,0.0,0.0,78.249954,3.0
2024-09-22,1727004375,43655.316,39664.17,1.0,0.1,80.349945,51.0
2024-09-23,1727090816,43529.91,39633.4,0.0,0.0,81.08119,3.0
2024-09-24,1727177257,43404.773,38030.08,2.0,1.1,78.91745,53.0
2024-09-25,1727263699,43279.99,20048.736,15.0,33.199997,72.71495,65.0
2024-09-26,1727350141,43155.625,0.0,24.0,108.60001,69.3512,65.0
2024-09-27,1727436584,43031.758,34628.32,9.0,37.0,71.102455,65.0
2024-09-28,1727523026,42908.473,27832.258,1.0,0.1,69.41495,51.0
2024-09-29,1727609469,42785.527,39585.32,2.0,0.3,68.9312,51.0
2024-09-30,1727695912,42662.11,39503.89,5.0,0.70000005,69.5462,51.0
2024-10-01,1727782355,42538.254,32222.148,1.0,0.6,70.1987,53.0
2024-10-02,1727868799,42414.043,39340.188,0.0,0.0,71.44745,1.0
2024-10-03,1727955243,42289.562,39258.105,7.0,1.5000001,71.5262,51.0
2024-10-04,1728041686,42164.895,5958.008,1.0,0.1,69.99245,51.0
2024-10-05,1728128131,42040.133,39093.973,1.0,0.1,71.646194,51.0
2024-10-06,1728214575,41915.35,38988.2,3.0,0.3,71.109955,51.0
2024-10-07,1728301020,41790.645,38860.312,0.0,0.0,70.3712,1.0
2024-10-08,1728387465,41666.098,38732.41,0.0,0.0,66.2537,0.0
2024-10-09,1728473910,41541.797,38604.605,0.0,0.0,66.52745,0.0
2024-10-10,1728560356,41417.824,38476.965,0.0,0.0,63.8987,0.0
2024-10-11,1728646802,41294.29,38349.586,0.0,0.0,59.7212,0.0
2024-10-12,1728733248,41171.258,38222.586,0.0,0.0,62.473694,0.0
2024-10-13,1728819694,41048.832,38096.027,0.0,0.0,65.9237,0.0
2024-10-14,1728906141,40927.11,37970.05,0.0,0.0,63.249947,2.0
2024-10-15,1728992589,40806.17,37844.715,0.0,0.0,53.747448,3.0
2024-10-16,1729079036,40686.125,37720.152,0.0,0.0,50.0762,3.0
2024-10-17,1729165484,40567.062,37596.457,0.0,0.0,49.0937,0.0
2024-10-18,1729251933,40449.08,37473.74,0.0,0.0,53.1212,0.0
2024-10-19,1729338382,40331.926,37351.473,0.0,0.0,55.7462,3.0
2024-10-20,1729424831,40214.7,37228.934,0.0,0.0,58.14245,0.0
2024-10-21,1729511281,40097.44,37106.2,0.0,0.0,60.549946,0.0
2024-10-22,1729597731,39980.25,36983.37,0.0,0.0,62.26745,0.0
2024-10-23,1729684182,39863.234,36860.566,0.0,0.0,64.4537,0.0
2024-10-24,1729770633,39746.49,36737.88,0.0,0.0,66.19745,0.0
2024-10-25,1729857084,39630.125,36615.438,0.0,0.0,64.88495,0.0
2024-10-26,1729943536,39514.246,36493.355,0.0,0.0,67.5887,1.0
2024-10-27,1730029989,39398.95,32607.273,0.0,0.0,62.59745,3.0
2024-10-28,1730116441,39284.37,36027.14,0.0,0.0,59.4362,1.0
2024-10-29,1730202894,39170.598,36048.418,0.0,0.0,61.078697,0.0
2024-10-30,1730289347,39057.754,16528.707,4.0,0.4,65.484955,51.0
2024-10-31,1730375801,38945.953,35688.67,0.0,0.0,67.37495,3.0
2024-11-01,1730462254,38835.31,12854.776,0.0,0.0,65.9612,3.0
2024-11-02,1730548708,38725.953,30434.13,0.0,0.0,65.76245,3.0
2024-11-03,1730635162,38617.992,2311.706,0.0,0.0,63.4487,3.0
2024-11-04,1730721616,38511.562,3235.7432,1.0,0.1,60.19745,51.0
2024-11-05,1730808070,38406.78,19978.31,1.0,0.1,65.78494,51.0
2024-11-06,1730894525,38303.78,21601.412,3.0,0.8,68.5862,53.0
