iter	RMSE
166	0.2195507717
167	0.2193157231
168	0.2192645386
169	0.2191269264
170	0.2190172119
171	0.2187833625
172	0.2186650067
173	0.2181431255
174	0.2177577759
175	0.2175971736
176	0.2173917752
177	0.2172070217
178	0.2167721113
179	0.2167239688
180	0.2165284534
181	0.2161558357
182	0.215993288
183	0.2157212906
184	0.21566183
185	0.2152145952
186	0.2149805084
187	0.2147947038
188	0.2146476188
189	0.2143624711
190	0.2140356042
191	0.21393077
192	0.2136265629
193	0.2134393736
194	0.2133268568
195	0.2131952997
196	0.2128152149
197	0.212672141
198	0.2126272023
199	0.2124156466
200	0.2122946256
201	0.212199342
202	0.2119470408
203	0.2116619768
204	0.2114434206
205	0.2109599191
206	0.2107667497
207	0.2104241705
208	0.2103154205
209	0.210097956
210	0.2099385849
211	0.2097919151
212	0.2095656696
213	0.2094185258
214	0.2091603731
215	0.2088321657
216	0.2085150958
217	0.2084435988
218	0.208419108
219	0.2082016278
220	0.2079539026
221	0.2077184519
222	0.2076308937
223	0.2073921252
224	0.2070740756
225	0.2068288731
226	0.2065705246
227	0.2064098019
228	0.206197082
229	0.206027134
230	0.2059285696
231	0.2057510009
232	0.2054729598
233	0.2052817295
234	0.2052089056
235	0.2051367269
236	0.2048312019
237	0.2047291798
238	0.2046253314
239	0.2045333043
240	0.2042278316
241	0.203973335
242	0.2038172036
243	0.2035531012
244	0.2033958648
245	0.2032571489
246	0.2031040765
247	0.2028775753
248	0.202709578
249	0.2026113809
250	0.2023915035
251	0.2018807141
252	0.2016829094
253	0.2015312784
254	0.2013752348
255	0.2011759982
256	0.2011172052
257	0.200917318
258	0.2008332791
259	0.2005853164
260	0.2004319385
261	0.2003484746
262	0.2002296415
263	0.2001107802
264	0.2000421207
265	0.1998599889
266	0.1996526986
267	0.1995623342
268	0.1993620317
269	0.1991903945
270	0.1991235215
271	0.1990508303
272	0.198979288
273	0.1988004996
274	0.1987115891
275	0.1985630128
276	0.1984329814
277	0.1982824855
278	0.1982241292
279	0.1981309773
280	0.1980081887
281	0.1979591616
282	0.1978538845
283	0.1976333277
284	0.1975322481
285	0.1974343864
286	0.1973068615
287	0.1971891201
288	0.1969906377
289	0.1969457709
290	0.1968191511
291	0.1967865443
292	0.1965402647
293	0.1964456315
294	0.1964041686
295	0.1963250288
296	0.196271631
297	0.1960708678
298	0.1958866468
299	0.1958494181
300	0.1957217278
301	0.1956470738
302	0.1956111476
303	0.1955315202
304	0.1953821506
305	0.1952387799
306	0.1951593279
307	0.1950836715
308	0.1950018123
309	0.1948183276
310	0.1946076892
311	0.1945730162
312	0.1945033733
313	0.1944463076
314	0.1942290128
315	0.1940925122
316	0.1940457983
317	0.1939037365
318	0.1938663738
319	0.193706864
320	0.1935070923
321	0.1934736771
322	0.1933199522
323	0.1932619141
324	0.1931065318
325	0.1930747678
326	0.1930374332
327	0.1928456848
328	0.1927801432
329	0.1927481153
330	0.1925626484
331	0.1925332286
332	0.1925036117
333	0.1923132003
334	0.1922494165
335	0.1921866947
336	0.1921078382
337	0.1920562472
338	0.1919839713
339	0.1918611127
340	0.1917896168
341	0.1917296097
342	0.1916798254
343	0.1915538324
344	0.1915225364
345	0.1914580988
346	0.1914192794
347	0.1912350708
348	0.1912041916
349	0.191026334
350	0.1909677606
351	0.1909378103
352	0.1909087813
353	0.1908613845
354	0.1906652912
355	0.1904903782
356	0.1903247888
357	0.1902728884
358	0.1902298948
359	0.1901386419
360	0.1899251631
361	0.1898394704
362	0.1897989488
363	0.1897698995
364	0.1896193879
365	0.1895124858
366	0.1894564787
367	0.1894213721
368	0.1893487797
369	0.1893034716
370	0.1891366807
371	0.189112026
372	0.1890584163
373	0.188897632
374	0.1887345022
375	0.1886564527
376	0.1885812822
377	0.1885205707
378	0.1884832007
379	0.1884554537
380	0.1884308499
381	0.1884048092
382	0.1882665762
383	0.1881314701
384	0.1880986361
385	0.1880470688
386	0.1879249037
387	0.1878876154
388	0.1878182183
389	0.1877236858
390	0.1876082762
391	0.1875788873
392	0.1875435615
393	0.1874184588
394	0.1873381283
395	0.1873045351
396	0.1872637173
397	0.1871961742
398	0.1871726971
399	0.1870185633
400	0.1869291524
401	0.1868627325
402	0.1867923908
403	0.1867290899
404	0.1867057797
405	0.1866754267
406	0.1864656481
407	0.1864178043
408	0.1863818154
409	0.1862879129
410	0.1862087171
411	0.1861498861
412	0.1859570277
413	0.1859139839
414	0.1858674918
415	0.185845527
416	0.1858128032
417	0.1857296062
418	0.18569865
419	0.1856846524
420	0.185551778
421	0.1854975024
422	0.1854557495
423	0.1854339527
424	0.1853935022
425	0.1852700215
426	0.1852253878
427	0.1852025193
428	0.1851263841
429	0.1850396008
430	0.1849605262
431	0.1849214446
432	0.1848754494
433	0.184832025
434	0.1847433727
435	0.184705551
436	0.1846459918
437	0.1845913881
438	0.1844812026
439	0.1844289635
440	0.1844080769
441	0.1843673121
442	0.1841957129
443	0.1841723333
444	0.184110307
445	0.1840349793
446	0.1839774381
447	0.183903467
448	0.1838834786
449	0.1837231229
450	0.1835735381
451	0.1835371347
452	0.1834332618
453	0.1833960578
454	0.1833620879
455	0.1832498659
456	0.1832119039
457	0.1831791365
458	0.1831294838
459	0.1831100411
460	0.1830911702
461	0.1829901361
462	0.1829160269
463	0.1828120051
464	0.1827201158
465	0.1826924179
466	0.1826433183
467	0.1825745325
468	0.1825053273
469	0.1824834615
470	0.1824230061
471	0.1824025568
472	0.1823927224
473	0.1822907067
474	0.182155909
475	0.1821074156
476	0.1820773945
477	0.1820205657
478	0.1819741675
479	0.1819561342
480	0.1819307406
481	0.1817982372
482	0.1817055663
483	0.1816821922
484	0.1815561654
485	0.1814926617
486	0.1814135085
487	0.1813960681
488	0.1813798903
489	0.1812980829
490	0.1812547695
491	0.1812003484
492	0.1811145614
493	0.1810342762
494	0.1810185818
495	0.1809644733
496	0.1808091554
497	0.1807857594
498	0.1806658082
499	0.1805946287
