project,run_id,model,dataset,MAE,RMSE,R2,MAPE,timestamp,url
rolling-cv,oyna1jku,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T12:42:13Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/oyna1jku
rolling-cv,m9kyoj4h,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:51:13Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/m9kyoj4h
rolling-cv,8d0ud2ru,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:54:34Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/8d0ud2ru
rolling-cv,fjpgbi3t,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:57:54Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/fjpgbi3t
rolling-cv,6m6ki692,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:47:54Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/6m6ki692
rolling-cv,u1g25v1y,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:44:37Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/u1g25v1y
rolling-cv,o36h511n,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T10:56:12Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/o36h511n
rolling-cv,zjbhc5ev,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T10:32:53Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/zjbhc5ev
rolling-cv,thixsfmz,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:34:41Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/thixsfmz
rolling-cv,ons8o30y,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:31:16Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/ons8o30y
rolling-cv,19sezlcz,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:37:59Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/19sezlcz
rolling-cv,ob8cdkny,NaiveMean,,0.23691019948122888,0.4104223299438821,-0.0006531491339195061,17.1993411464785,2025-12-02T11:41:19Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/ob8cdkny
rolling-cv,9qcauyne,BaselineMean,npu_sparse_panel,0.23691019948122888,0.4104223299438821,-0.0006531491339196727,17.1993411464785,2025-12-02T18:44:43Z,https://wandb.ai/joshuadariuspina-georgia-state-university/rolling-cv/runs/9qcauyne
