iter	RMSE
0	0.344516727
1	0.329092748
2	0.3151557791
3	0.3008414773
4	0.2884123203
5	0.276257869
6	0.264650445
7	0.2541088929
8	0.243623648
9	0.233701654
10	0.2248535505
11	0.2155243108
12	0.2072508868
13	0.1988408071
14	0.1915237399
15	0.1845703588
16	0.1779784029
17	0.1718949098
18	0.1657318177
19	0.1601427497
20	0.1550032961
21	0.1502091365
22	0.1456687932
23	0.1409432735
24	0.1369580841
25	0.1334322504
26	0.1296350166
27	0.1261349679
28	0.1231093323
29	0.1205885657
30	0.1177177334
31	0.1151788912
32	0.1128928348
33	0.1107173558
34	0.1086250353
35	0.1067605541
36	0.1048982561
37	0.1032378037
38	0.1017338892
39	0.1001942951
40	0.0988035088
41	0.09744242289
42	0.09614519713
43	0.09503645917
44	0.09422254963
45	0.09338173986
46	0.09251637823
47	0.09171204825
48	0.09096231628
49	0.09036937691
50	0.08953841394
51	0.08890523624
52	0.08828325343
53	0.08772067106
54	0.08707003992
55	0.08657402893
56	0.08599005541
57	0.08541040188
58	0.08478713618
59	0.08439872381
60	0.08393945129
61	0.08349988285
62	0.08319999602
63	0.08283319802
64	0.08243006567
65	0.0821047876
66	0.08185451525
67	0.08140810242
68	0.0810632709
69	0.08072579094
70	0.08033564687
71	0.08011598407
72	0.07990743434
73	0.07975901524
74	0.07948489926
75	0.07908592624
76	0.07878192571
77	0.07846734691
78	0.07814657955
79	0.07792200448
80	0.0776195775
81	0.07731568557
82	0.07716178916
83	0.07694117401
84	0.07678233975
85	0.07663395352
86	0.07653110863
87	0.07633361713
88	0.07621266302
89	0.0760054781
90	0.07573522929
91	0.07555602273
92	0.07535908286
93	0.07527775347
94	0.07517139538
95	0.07495779088
96	0.07487677822
97	0.07468308224
98	0.0746105753
99	0.0745021965
100	0.07428502022
101	0.07411509276
102	0.07392711119
103	0.0737860846
104	0.07365641049
105	0.07344458451
106	0.07336744594
107	0.07323359067
108	0.07311536088
109	0.07285271559
110	0.07275682347
111	0.07262122115
112	0.07250771787
113	0.07244753364
114	0.0723530989
115	0.07218671815
116	0.07212950038
117	0.07202499861
118	0.07188427913
119	0.07173602798
120	0.07163233286
121	0.0714829847
122	0.07122149179
123	0.0711227312
124	0.07104784366
125	0.07082445439
126	0.0706194369
127	0.07055301138
128	0.07048327495
129	0.0703956256
130	0.07029099713
131	0.07016899419
132	0.07006399704
133	0.06993245153
134	0.06974119884
135	0.06969386646
136	0.06952643188
137	0.06946298338
138	0.06933863037
139	0.06930697463
140	0.06921553686
141	0.06918455899
142	0.06909991542
143	0.06901880661
144	0.06898589277
145	0.06895335535
146	0.0689052613
147	0.06879996147
148	0.06864865955
149	0.06851183023
150	0.06841058272
151	0.06834976384
152	0.06831149826
153	0.06820104449
154	0.06815727759
155	0.06812112135
156	0.06807317042
157	0.06803446737
158	0.06798059409
159	0.0679006938
160	0.06781529884
161	0.06771373714
162	0.06767569784
163	0.06754653956
164	0.06748301745
165	0.06742120305
166	0.0673666043
167	0.0673046463
168	0.06726684903
169	0.06720820125
170	0.06715848659
171	0.0670574144
172	0.06695309058
173	0.06692663031
174	0.06686819737
175	0.0668365694
176	0.06675118095
177	0.06671454315
178	0.06667986422
179	0.06661882827
180	0.06658686736
181	0.06654819402
182	0.066515104
183	0.06646641275
184	0.06644142885
185	0.06641473022
186	0.06637228607
187	0.06628527494
188	0.0662042464
189	0.06614613586
190	0.06607650372
191	0.06604855487
192	0.06602090669
193	0.06599132575
194	0.06593829114
195	0.06587097609
196	0.06573585546
197	0.06562261827
198	0.06555451798
199	0.06543795362
200	0.0653352292
201	0.06528580172
202	0.06524667525
203	0.06519662912
204	0.06514619605
205	0.06506461522
206	0.06502534201
207	0.06496082207
208	0.06490075965
209	0.06483890836
210	0.06478688408
211	0.06475939467
212	0.06473866321
213	0.06471573672
214	0.06465752233
215	0.06463299626
216	0.06459534768
217	0.06454905335
218	0.06452565132
219	0.06446698127
220	0.06444884639
221	0.06443467887
222	0.06442756191
223	0.06425516924
224	0.06420348214
225	0.0641562354
226	0.06412214682
227	0.06406442505
228	0.0640490846
229	0.06394496008
230	0.06392528313
231	0.06388227154
232	0.06386076422
233	0.06378847216
234	0.06375628706
235	0.06374069663
236	0.06372199414
237	0.06368779696
238	0.06367085125
239	0.06360125087
240	0.06355748542
241	0.06351273984
242	0.06347886484
243	0.06346227012
244	0.06339126976
245	0.06334675858
246	0.06333668147
247	0.06331210591
248	0.06330039979
249	0.06323694824
250	0.06320548924
251	0.06318868669
252	0.06317392039
253	0.06310852054
254	0.06306153153
255	0.06301258216
256	0.06299038832
257	0.06294244975
258	0.06293351151
259	0.06286907048
260	0.06285789588
261	0.06284370927
262	0.06278190301
263	0.06276263784
264	0.06273396385
265	0.06267717534
266	0.06263545663
267	0.0626159258
268	0.06255652223
269	0.06250475964
270	0.06248245041
271	0.0624428786
272	0.06243412096
273	0.0624074909
274	0.06239935941
275	0.06230517229
276	0.06224270304
277	0.06223464442
278	0.06215725258
279	0.06213530712
280	0.06209536933
281	0.0620877923
282	0.06203296429
283	0.06201882656
284	0.06195854864
285	0.06194077332
286	0.06190379949
287	0.06188823923
288	0.0618779748
289	0.06181888927
290	0.06180191734
291	0.06178435266
292	0.06172889299
293	0.06172008493
294	0.06170964522
295	0.06167751456
296	0.06165552734
297	0.06164553368
298	0.06163116038
299	0.06161156706
300	0.06159449745
301	0.06154920238
302	0.06153550046
303	0.06149268817
304	0.06148618985
305	0.06143232961
306	0.06140037662
307	0.06139277966
308	0.06137275466
309	0.06135720912
310	0.06133969319
311	0.06129706445
312	0.06128577402
313	0.06126751737
314	0.06121423578
315	0.0611998538
316	0.06119141017
317	0.06117816714
318	0.06110859221
319	0.061088886
320	0.06103808452
321	0.06102521141
322	0.06101291324
323	0.06099987429
324	0.06099031051
325	0.06094107206
326	0.06092652425
327	0.06091431379
328	0.06088717505
329	0.06082366316
330	0.06081251555
331	0.06080023411
332	0.06078075653
333	0.06076553569
334	0.06075367304
335	0.0607130599
336	0.0607015941
337	0.06065407326
338	0.06064298054
339	0.06062742826
340	0.06057272964
341	0.0605668392
342	0.06056134828
343	0.06050546409
344	0.06049472657
345	0.06048115981
346	0.06047077149
347	0.06043198255
348	0.06037378183
349	0.06034368084
350	0.06032206914
351	0.06030837379
352	0.0602976481
353	0.06028760715
354	0.06027916297
355	0.06027396002
