iter	Passed	Remaining
830	43874	8922
831	43924	8869
832	43968	8814
833	44019	8761
834	44068	8708
835	44115	8654
836	44196	8606
837	44295	8563
838	44400	8520
839	44512	8478
840	44621	8436
841	44717	8391
842	44812	8345
843	44923	8303
844	45007	8255
845	45055	8201
846	45097	8146
847	45143	8091
848	45207	8040
849	45275	7989
850	45320	7935
851	45412	7888
852	45520	7844
853	45597	7795
854	45651	7742
855	45697	7687
856	45751	7634
857	45796	7579
858	45844	7525
859	45892	7470
860	45958	7419
861	46005	7365
862	46072	7313
863	46113	7258
864	46163	7204
865	46208	7150
866	46254	7095
867	46303	7041
868	46350	6987
869	46396	6932
870	46446	6879
871	46490	6824
872	46537	6770
873	46583	6715
874	46630	6661
875	46678	6607
876	46723	6553
877	46769	6498
878	46815	6444
879	46857	6389
880	46906	6335
881	46959	6282
882	47001	6227
883	47049	6173
884	47094	6119
885	47141	6065
886	47183	6011
887	47229	5956
888	47302	5906
889	47360	5853
890	47406	5799
891	47450	5745
892	47509	5692
893	47583	5641
894	47625	5587
895	47669	5533
896	47713	5478
897	47755	5424
898	47801	5370
899	47848	5316
900	47892	5262
901	47937	5208
902	47986	5154
903	48032	5100
904	48080	5047
905	48124	4993
906	48173	4939
907	48215	4885
908	48261	4831
909	48306	4777
910	48351	4723
911	48397	4669
912	48444	4616
913	48488	4562
914	48536	4508
915	48579	4454
916	48631	4401
917	48680	4348
918	48727	4294
919	48771	4240
920	48834	4188
921	48903	4137
922	48961	4084
923	49006	4030
924	49053	3977
925	49111	3924
926	49157	3871
927	49208	3817
928	49253	3764
929	49321	3712
930	49400	3661
931	49451	3608
932	49508	3555
933	49567	3502
934	49657	3452
935	49721	3399
936	49795	3348
937	49839	3294
938	49883	3240
939	49927	3186
940	49986	3134
941	50029	3080
942	50076	3026
943	50120	2973
944	50172	2920
945	50217	2866
946	50262	2813
947	50305	2759
948	50349	2705
949	50394	2652
950	50439	2598
951	50483	2545
952	50526	2491
953	50573	2438
954	50620	2385
955	50666	2331
956	50708	2278
957	50757	2225
958	50805	2172
959	50851	2118
960	50899	2065
961	50947	2012
962	51000	1959
963	51079	1907
964	51124	1854
965	51169	1801
966	51215	1747
967	51257	1694
968	51299	1641
969	51345	1588
970	51390	1534
971	51470	1482
972	51512	1429
973	51556	1376
974	51602	1323
975	51650	1270
976	51698	1217
977	51740	1163
978	51791	1110
979	51837	1057
980	51878	1004
981	51921	951
982	51965	898
983	52011	845
984	52059	792
985	52105	739
986	52151	686
987	52194	633
988	52239	581
989	52281	528
990	52327	475
991	52372	422
992	52421	369
993	52463	316
994	52508	263
995	52592	211
996	52675	158
997	52723	105
998	52766	52
999	52813	0
