npu,hour_ts,burglary_count,grid_density_7d,npu_crime_avg_30d,temp_f,is_raining,is_hot,is_cold,is_daylight,is_weekend,is_holiday,day_number,month,year,hour_sin,hour_cos,day_of_week,campus_distance_m,location_type_count
A,2021-01-03 10:00:00,1,1.0,0.0,41.7137,0,0,1,1,1,0,1,1,2021,0.5,-0.8660254,Sunday,6103.5853,40866.0
A,2021-01-04 15:00:00,1,1.0,1.0,53.8637,0,0,0,1,0,0,2,1,2021,-0.70710677,-0.70710677,Monday,6163.5035,93043.0
A,2021-01-07 22:00:00,1,1.0,1.0,38.3837,1,0,1,0,0,0,5,1,2021,-0.5,0.8660254,Thursday,7683.6371,39507.0
A,2021-01-14 07:00:00,1,1.0,1.0,29.8337,0,0,1,0,0,0,5,1,2021,0.9659258,-0.25881904,Thursday,6291.3682,40866.0
A,2021-01-15 02:00:00,1,1.0,1.3333333333333333,41.1737,0,0,1,0,0,0,6,1,2021,0.5,0.8660254,Friday,6753.453,93043.0
A,2021-01-17 00:00:00,1,2.0,1.2857142857142858,29.5637,0,0,1,0,1,0,1,1,2021,0.0,1.0,Sunday,6129.842,93043.0
A,2021-01-17 08:00:00,1,4.0,1.2857142857142858,31.3637,0,0,1,1,1,0,1,1,2021,0.8660254,-0.5,Sunday,6103.5853,40866.0
A,2021-01-17 18:00:00,1,1.0,1.2857142857142858,42.4337,0,0,1,0,1,0,1,1,2021,-1.0,-1.8369701e-16,Sunday,6543.1581,8259.0
A,2021-01-19 18:00:00,1,2.0,1.625,47.9237,0,0,0,0,0,0,3,1,2021,-1.0,-1.8369701e-16,Tuesday,8627.1404,93043.0
A,2021-01-22 06:00:00,1,5.0,1.4545454545454546,42.3437,1,0,1,0,0,0,6,1,2021,1.0,6.123234e-17,Friday,6103.5853,40866.0
A,2021-01-23 06:00:00,1,6.0,1.4166666666666667,33.6137,0,0,1,0,1,0,7,1,2021,1.0,6.123234e-17,Saturday,6103.5853,7161.0
A,2021-01-23 21:00:00,1,1.0,1.4166666666666667,46.3037,0,0,0,0,1,0,7,1,2021,-0.70710677,0.70710677,Saturday,9421.7952,39507.0
A,2021-01-27 05:00:00,1,3.0,1.4666666666666666,52.5137,1,0,0,0,0,0,4,1,2021,0.9659258,0.25881904,Wednesday,6397.793,40866.0
A,2021-01-27 16:00:00,1,1.0,1.4666666666666666,60.2537,0,0,0,1,0,0,4,1,2021,-0.8660254,-0.5,Wednesday,7751.6891,93043.0
A,2021-01-29 05:00:00,1,7.0,1.5,26.5037,0,0,1,0,0,0,6,1,2021,0.9659258,0.25881904,Friday,6103.5853,40866.0
A,2021-01-29 22:00:00,1,2.0,1.5,33.7937,0,0,1,0,0,0,6,1,2021,-0.5,0.8660254,Friday,6566.8146,8259.0
A,2021-01-30 18:00:00,1,4.0,1.5294117647058822,45.763702,0,0,0,1,1,0,7,1,2021,-1.0,-1.8369701e-16,Saturday,6753.453,93043.0
A,2021-01-31 07:00:00,1,7.0,1.5,45.4937,1,0,1,0,1,0,1,1,2021,0.9659258,-0.25881904,Sunday,6103.5853,40866.0
A,2021-02-01 02:00:00,1,5.0,1.4736842105263157,39.4637,0,0,1,0,0,0,2,2,2021,0.5,0.8660254,Monday,6753.453,40866.0
A,2021-02-01 21:00:00,1,1.0,1.4736842105263157,34.6937,0,0,1,0,0,0,2,2,2021,-0.70710677,0.70710677,Monday,5836.1582,295.0
A,2021-02-04 11:00:00,1,1.0,1.4761904761904763,42.2537,0,0,1,1,0,0,5,2,2021,0.25881904,-0.9659258,Thursday,5506.5219,2701.0
A,2021-02-07 14:00:00,1,2.0,1.4545454545454546,47.9237,0,0,0,1,1,0,1,2,2021,-0.5,-0.8660254,Sunday,5254.6082,93043.0
A,2021-02-07 18:00:00,1,2.0,1.4545454545454546,44.5937,0,0,1,1,1,0,1,2,2021,-1.0,-1.8369701e-16,Sunday,5215.2026,93043.0
A,2021-02-11 19:00:00,1,4.0,1.4782608695652173,56.9237,1,0,0,0,0,0,5,2,2021,-0.9659258,0.25881904,Thursday,6429.1852,40866.0
A,2021-02-13 21:00:00,2,3.0,1.5,42.4337,0,0,1,0,1,0,7,2,2021,-0.70710677,0.70710677,Saturday,7648.155699999999,50651.0
A,2021-02-14 05:00:00,1,6.0,1.52,41.4437,0,0,1,0,1,0,1,2,2021,0.9659258,0.25881904,Sunday,6543.1581,8259.0
A,2021-02-17 16:00:00,1,1.0,1.4814814814814814,49.9037,0,0,0,1,0,0,4,2,2021,-0.8660254,-0.5,Wednesday,8842.4847,40866.0
A,2021-02-17 23:00:00,1,1.0,1.4814814814814814,43.6037,1,0,1,0,0,0,4,2,2021,-0.25881904,0.9659258,Wednesday,8064.7054,39507.0
A,2021-02-20 03:00:00,1,4.0,1.5,27.2237,0,0,1,0,1,0,7,2,2021,0.70710677,0.70710677,Saturday,6368.5644,40866.0
A,2021-02-20 16:00:00,1,7.0,1.5,49.1837,0,0,0,1,1,0,7,2,2021,-0.8660254,-0.5,Saturday,6485.2303,7161.0
A,2021-02-21 09:00:00,1,8.0,1.5172413793103448,36.8537,0,0,1,1,1,0,1,2,2021,0.70710677,-0.70710677,Sunday,6103.5853,7161.0
A,2021-02-22 23:00:00,1,7.0,1.5333333333333334,42.9737,0,0,1,0,0,0,2,2,2021,-0.25881904,0.9659258,Monday,6543.1581,8259.0
A,2021-02-24 12:00:00,1,7.0,1.5666666666666667,64.3037,0,0,0,1,0,0,4,2,2021,1.2246469e-16,-1.0,Wednesday,6753.453,40866.0
A,2021-02-24 16:00:00,1,7.0,1.5666666666666667,65.9237,0,0,0,1,0,0,4,2,2021,-0.8660254,-0.5,Wednesday,6753.453,93043.0
A,2021-02-28 22:00:00,1,7.0,1.6,65.3837,0,0,0,0,1,0,1,2,2021,-0.5,0.8660254,Sunday,6543.1581,8259.0
A,2021-03-01 21:00:00,1,7.0,1.6,48.6437,0,0,0,0,0,0,2,3,2021,-0.70710677,0.70710677,Monday,6543.1581,7369.0
A,2021-03-04 01:00:00,1,5.0,1.6666666666666667,42.7937,0,0,1,0,0,0,5,3,2021,0.25881904,0.9659258,Thursday,6368.5644,40866.0
A,2021-03-06 13:00:00,1,1.0,1.6,46.1237,0,0,0,1,1,0,7,3,2021,-0.25881904,-0.9659258,Saturday,5860.8557,93043.0
A,2021-03-10 04:00:00,1,9.0,1.5,42.3437,0,0,1,0,0,0,4,3,2021,0.8660254,0.5,Wednesday,6103.5853,7161.0
A,2021-03-12 04:00:00,1,9.0,1.5,51.2537,0,0,0,0,0,0,6,3,2021,0.8660254,0.5,Friday,6103.5853,7161.0
A,2021-03-14 14:00:00,1,1.0,1.5,71.8637,0,0,0,1,1,0,1,3,2021,-0.5,-0.8660254,Sunday,5371.234,39507.0
A,2021-03-15 21:00:00,1,1.0,1.5,62.4137,0,0,0,0,0,0,2,3,2021,-0.70710677,0.70710677,Monday,6217.5017,39507.0
A,2021-03-17 17:00:00,1,3.0,1.5,61.3337,1,0,0,1,0,0,4,3,2021,-0.9659258,-0.25881904,Wednesday,8619.4391,7371.0
A,2021-03-19 15:00:00,1,1.0,1.4666666666666666,55.6637,0,0,0,1,0,0,6,3,2021,-0.70710677,-0.70710677,Friday,5470.5677,93043.0
A,2021-03-19 18:00:00,1,10.0,1.4666666666666666,53.2337,0,0,0,1,0,0,6,3,2021,-1.0,-1.8369701e-16,Friday,6103.5853,7161.0
A,2021-03-24 02:00:00,1,9.0,1.4666666666666666,56.563698,1,0,0,0,0,0,4,3,2021,0.5,0.8660254,Wednesday,6103.5853,40866.0
A,2021-03-30 12:00:00,1,1.0,1.4666666666666666,62.5037,0,0,0,1,0,0,3,3,2021,1.2246469e-16,-1.0,Tuesday,7175.9645,39507.0
A,2021-03-31 16:00:00,1,1.0,1.4333333333333333,66.1937,1,0,0,1,0,0,4,3,2021,-0.8660254,-0.5,Wednesday,6536.8534,8259.0
A,2021-04-01 08:00:00,1,8.0,1.4666666666666666,38.3837,0,0,1,1,0,0,5,4,2021,0.8660254,-0.5,Thursday,6103.5853,7161.0
A,2021-04-01 22:00:00,1,7.0,1.4666666666666666,41.1737,0,0,1,0,0,0,5,4,2021,-0.5,0.8660254,Thursday,6566.8146,8259.0
A,2021-04-02 00:00:00,1,2.0,1.5333333333333334,38.2937,0,0,1,0,0,0,6,4,2021,0.0,1.0,Friday,5470.5677,93043.0
A,2021-04-02 20:00:00,1,1.0,1.5333333333333334,45.4937,0,0,1,0,0,0,6,4,2021,-0.8660254,0.5,Friday,8608.248,40866.0
A,2021-04-12 17:00:00,1,2.0,1.5,77.3537,0,0,0,1,0,0,2,4,2021,-0.9659258,-0.25881904,Monday,6229.5905,93043.0
A,2021-04-13 22:00:00,1,7.0,1.5,68.083694,0,0,0,0,0,0,3,4,2021,-0.5,0.8660254,Tuesday,6690.4812,2211.0
A,2021-04-14 13:00:00,1,1.0,1.5,76.6337,0,0,0,1,0,0,4,4,2021,-0.25881904,-0.9659258,Wednesday,5882.2136,39507.0
A,2021-04-14 16:00:00,1,1.0,1.5,76.8137,1,0,0,1,0,0,4,4,2021,-0.8660254,-0.5,Wednesday,6886.0197,93043.0
A,2021-04-14 22:00:00,1,2.0,1.5,62.1437,0,0,0,0,0,0,4,4,2021,-0.5,0.8660254,Wednesday,7435.0233,40866.0
A,2021-04-15 00:00:00,1,3.0,1.5666666666666667,60.433697,0,0,0,0,0,0,5,4,2021,0.0,1.0,Thursday,5683.4983,8259.0
A,2021-04-17 19:00:00,1,7.0,1.5666666666666667,65.9237,0,0,0,1,1,0,7,4,2021,-0.9659258,0.25881904,Saturday,6543.1581,8259.0
A,2021-04-18 04:00:00,1,4.0,1.5333333333333334,50.5337,0,0,0,0,1,0,1,4,2021,0.8660254,0.5,Sunday,8879.1507,93043.0
A,2021-04-23 19:00:00,1,1.0,1.5,66.4637,0,0,0,1,0,0,6,4,2021,-0.9659258,0.25881904,Friday,8185.8744,93043.0
A,2021-04-25 14:00:00,1,7.0,1.4666666666666666,65.2937,0,0,0,1,1,0,1,4,2021,-0.5,-0.8660254,Sunday,6650.038,40866.0
A,2021-04-26 20:00:00,1,2.0,1.4666666666666666,67.1837,0,0,0,1,0,1,2,4,2021,-0.8660254,0.5,Monday,6210.2247,93043.0
A,2021-04-27 06:00:00,1,7.0,1.4333333333333333,54.8537,0,0,0,0,0,0,3,4,2021,1.0,6.123234e-17,Tuesday,6103.5853,7161.0
A,2021-04-27 14:00:00,1,2.0,1.4333333333333333,75.9137,0,0,0,1,0,0,3,4,2021,-0.5,-0.8660254,Tuesday,5459.9482,8978.0
A,2021-04-29 16:00:00,1,2.0,1.4666666666666666,77.3537,0,0,0,1,0,0,5,4,2021,-0.8660254,-0.5,Thursday,8438.3474,1375.0
A,2021-04-30 17:00:00,1,1.0,1.4666666666666666,73.2137,0,0,0,1,0,0,6,4,2021,-0.9659258,-0.25881904,Friday,7116.6451,93043.0
A,2021-04-30 20:00:00,1,1.0,1.4666666666666666,66.2837,0,0,0,1,0,0,6,4,2021,-0.8660254,0.5,Friday,8929.0178,39507.0
A,2021-05-01 10:00:00,1,7.0,1.5,63.313698,0,0,0,1,1,0,7,5,2021,0.5,-0.8660254,Saturday,6103.5853,7161.0
A,2021-05-04 19:00:00,1,1.0,1.5,74.203705,0,0,0,1,0,0,3,5,2021,-0.9659258,0.25881904,Tuesday,6244.3726,93043.0
A,2021-05-05 20:00:00,1,7.0,1.5,67.3637,0,0,0,1,0,0,4,5,2021,-0.8660254,0.5,Wednesday,6566.8146,8259.0
A,2021-05-06 00:00:00,1,3.0,1.5,58.903698,0,0,0,0,0,0,5,5,2021,0.0,1.0,Thursday,5836.1582,40866.0
A,2021-05-13 19:00:00,1,8.0,1.5,65.3837,0,0,0,1,0,0,5,5,2021,-0.9659258,0.25881904,Thursday,6218.8885,1673.0
A,2021-05-17 17:00:00,1,1.0,1.5,79.4237,0,1,0,1,0,0,2,5,2021,-0.9659258,-0.25881904,Monday,6643.7607,1375.0
A,2021-05-17 18:00:00,1,7.0,1.5,78.5237,0,0,0,1,0,0,2,5,2021,-1.0,-1.8369701e-16,Monday,6409.5836,40866.0
A,2021-05-18 22:00:00,1,1.0,1.5666666666666667,69.5237,0,0,0,0,0,0,3,5,2021,-0.5,0.8660254,Tuesday,6493.5418,39507.0
A,2021-05-26 21:00:00,1,8.0,1.5666666666666667,80.233696,0,1,0,0,0,0,4,5,2021,-0.70710677,0.70710677,Wednesday,6753.453,40866.0
A,2021-05-28 03:00:00,1,4.0,1.5,70.333694,0,0,0,0,0,0,6,5,2021,0.70710677,0.70710677,Friday,8028.8102,2326.0
A,2021-05-28 16:00:00,1,1.0,1.5,85.5437,0,1,0,1,0,0,6,5,2021,-0.8660254,-0.5,Friday,6969.9054,93043.0
A,2021-05-30 05:00:00,1,1.0,1.5,51.4337,0,0,0,0,1,0,1,5,2021,0.9659258,0.25881904,Sunday,5696.5861,93043.0
A,2021-06-01 13:00:00,1,4.0,1.5333333333333334,76.2737,0,0,0,1,0,0,3,6,2021,-0.25881904,-0.9659258,Tuesday,5772.9444,93043.0
A,2021-06-02 20:00:00,1,2.0,1.5,75.9137,0,0,0,1,0,0,4,6,2021,-0.8660254,0.5,Wednesday,6680.9343,39507.0
A,2021-06-04 08:00:00,1,1.0,1.5333333333333334,69.5237,0,0,0,1,0,0,6,6,2021,0.8660254,-0.5,Friday,9598.9108,93043.0
A,2021-06-04 18:00:00,1,1.0,1.5333333333333334,81.6737,1,1,0,1,0,0,6,6,2021,-1.0,-1.8369701e-16,Friday,7357.5078,39507.0
A,2021-06-05 10:00:00,1,2.0,1.5,78.2537,0,0,0,1,1,0,7,6,2021,0.5,-0.8660254,Saturday,8907.104,93043.0
A,2021-06-18 02:00:00,1,3.0,1.6,67.8137,0,0,0,0,0,1,6,6,2021,0.5,0.8660254,Friday,8831.0323,40866.0
A,2021-06-23 18:00:00,1,1.0,1.5666666666666667,80.953705,0,1,0,1,0,0,4,6,2021,-1.0,-1.8369701e-16,Wednesday,7274.9271,93043.0
A,2021-06-26 12:00:00,1,1.0,1.5666666666666667,77.3537,1,0,0,1,1,0,7,6,2021,1.2246469e-16,-1.0,Saturday,6548.8385,2701.0
A,2021-06-28 09:00:00,1,2.0,1.6,74.3837,1,0,0,1,0,0,2,6,2021,0.70710677,-0.70710677,Monday,9511.8564,93043.0
A,2021-06-30 13:00:00,1,8.0,1.5666666666666667,82.9337,1,1,0,1,0,0,4,6,2021,-0.25881904,-0.9659258,Wednesday,6409.5836,7371.0
A,2021-07-07 17:00:00,1,1.0,1.5333333333333334,78.4337,1,0,0,1,0,0,4,7,2021,-0.9659258,-0.25881904,Wednesday,5671.1283,93043.0
A,2021-07-07 18:00:00,1,7.0,1.5333333333333334,77.6237,0,0,0,1,0,0,4,7,2021,-1.0,-1.8369701e-16,Wednesday,6021.5939,7371.0
A,2021-07-07 23:00:00,1,1.0,1.5333333333333334,71.1437,1,0,0,0,0,0,4,7,2021,-0.25881904,0.9659258,Wednesday,5821.4176,93043.0
A,2021-07-08 15:00:00,1,1.0,1.6333333333333333,78.8837,1,0,0,1,0,0,5,7,2021,-0.70710677,-0.70710677,Thursday,5883.5138,1673.0
A,2021-07-10 17:00:00,1,2.0,1.5666666666666667,81.1337,0,1,0,1,1,0,7,7,2021,-0.9659258,-0.25881904,Saturday,9330.4376,93043.0
A,2021-07-12 05:00:00,1,1.0,1.5333333333333334,70.8737,0,0,0,0,0,0,2,7,2021,0.9659258,0.25881904,Monday,6824.6733,93043.0
A,2021-07-12 18:00:00,1,1.0,1.5333333333333334,79.4237,1,1,0,1,0,0,2,7,2021,-1.0,-1.8369701e-16,Monday,5644.3923,8978.0
A,2021-07-14 09:00:00,1,8.0,1.5666666666666667,74.9237,0,0,0,1,0,0,4,7,2021,0.70710677,-0.70710677,Wednesday,6753.453,93043.0
A,2021-07-15 14:00:00,1,1.0,1.5666666666666667,84.1037,1,1,0,1,0,0,5,7,2021,-0.5,-0.8660254,Thursday,8086.3955,93043.0
A,2021-07-15 16:00:00,1,3.0,1.5666666666666667,84.3737,1,1,0,1,0,0,5,7,2021,-0.8660254,-0.5,Thursday,8783.8272,93043.0
A,2021-07-27 20:00:00,1,2.0,1.5,77.083694,0,0,0,1,0,0,3,7,2021,-0.8660254,0.5,Tuesday,9639.6721,93043.0
A,2021-07-28 15:00:00,1,4.0,1.4333333333333333,89.233696,0,1,0,1,0,0,4,7,2021,-0.70710677,-0.70710677,Wednesday,5158.5958,93043.0
A,2021-07-28 18:00:00,1,4.0,1.4333333333333333,88.9637,0,1,0,1,0,0,4,7,2021,-1.0,-1.8369701e-16,Wednesday,8679.918,93043.0
A,2021-07-28 21:00:00,1,2.0,1.4333333333333333,81.7637,0,1,0,0,0,0,4,7,2021,-0.70710677,0.70710677,Wednesday,7694.6681,93043.0
A,2021-08-04 16:00:00,2,1.0,1.5,80.8637,0,1,0,1,0,0,4,8,2021,-0.8660254,-0.5,Wednesday,6663.36845,46689.0
A,2021-08-04 20:00:00,1,9.0,1.5,76.0037,0,0,0,1,0,0,4,8,2021,-0.8660254,0.5,Wednesday,6218.8885,40866.0
A,2021-08-08 21:00:00,1,1.0,1.5333333333333334,78.5237,0,0,0,0,1,0,1,8,2021,-0.70710677,0.70710677,Sunday,6088.3728,2326.0
A,2021-08-14 13:00:00,1,5.0,1.5333333333333334,90.1337,0,1,0,1,1,0,7,8,2021,-0.25881904,-0.9659258,Saturday,8658.88,93043.0
A,2021-08-17 18:00:00,1,8.0,1.5,77.4437,0,0,0,1,0,0,3,8,2021,-1.0,-1.8369701e-16,Tuesday,6543.1581,8259.0
A,2021-08-18 18:00:00,1,7.0,1.4666666666666666,85.6337,0,1,0,1,0,0,4,8,2021,-1.0,-1.8369701e-16,Wednesday,6103.5853,40866.0
A,2021-08-26 18:00:00,1,4.0,1.4666666666666666,85.2737,0,1,0,1,0,0,5,8,2021,-1.0,-1.8369701e-16,Thursday,8831.0323,956.0
A,2021-09-02 16:00:00,1,2.0,1.4333333333333333,81.583694,0,1,0,1,0,0,5,9,2021,-0.8660254,-0.5,Thursday,6515.9091,295.0
A,2021-09-09 09:00:00,1,7.0,1.4666666666666666,70.8737,0,0,0,1,0,0,5,9,2021,0.70710677,-0.70710677,Thursday,6103.5853,40866.0
A,2021-09-17 20:00:00,1,1.0,1.4333333333333333,74.203705,1,0,0,0,0,0,6,9,2021,-0.8660254,0.5,Friday,9903.475,93043.0
A,2021-09-22 12:00:00,1,1.0,1.4,71.5037,1,0,0,1,0,0,4,9,2021,1.2246469e-16,-1.0,Wednesday,9070.2424,93043.0
A,2021-09-23 22:00:00,1,1.0,1.4333333333333333,58.0037,0,0,0,0,0,0,5,9,2021,-0.5,0.8660254,Thursday,8949.4751,93043.0
A,2021-09-25 22:00:00,1,2.0,1.4333333333333333,59.8937,0,0,0,0,1,0,7,9,2021,-0.5,0.8660254,Saturday,8670.1718,300.0
A,2021-09-29 00:00:00,1,2.0,1.3666666666666667,64.843704,0,0,0,0,0,0,4,9,2021,0.0,1.0,Wednesday,8499.756,40866.0
A,2021-09-29 13:00:00,1,7.0,1.3666666666666667,79.6037,0,1,0,1,0,0,4,9,2021,-0.25881904,-0.9659258,Wednesday,8753.1533,3372.0
A,2021-10-06 01:00:00,1,2.0,1.3666666666666667,67.0037,0,0,0,0,0,0,4,10,2021,0.25881904,0.9659258,Wednesday,5947.0251,93043.0
A,2021-10-07 01:00:00,1,8.0,1.4333333333333333,68.083694,1,0,0,0,0,0,5,10,2021,0.25881904,0.9659258,Thursday,6368.5644,40866.0
A,2021-10-10 20:00:00,1,8.0,1.3666666666666667,69.9737,0,0,0,0,1,0,1,10,2021,-0.8660254,0.5,Sunday,6668.5445,7161.0
A,2021-10-11 17:00:00,1,2.0,1.4,73.843704,0,0,0,1,0,1,2,10,2021,-0.9659258,-0.25881904,Monday,6695.7198,93043.0
A,2021-10-11 18:00:00,1,3.0,1.4,72.8537,0,0,0,1,0,1,2,10,2021,-1.0,-1.8369701e-16,Monday,8279.1095,39507.0
A,2021-10-12 12:00:00,1,1.0,1.4,68.2637,0,0,0,1,0,0,3,10,2021,1.2246469e-16,-1.0,Tuesday,8970.4784,2211.0
A,2021-10-13 10:00:00,1,3.0,1.4333333333333333,66.733696,0,0,0,1,0,0,4,10,2021,0.5,-0.8660254,Wednesday,8939.2418,5845.0
A,2021-10-16 07:00:00,1,7.0,1.4666666666666666,66.5537,0,0,0,0,1,0,7,10,2021,0.9659258,-0.25881904,Saturday,6103.5853,40866.0
A,2021-10-19 04:00:00,1,8.0,1.4666666666666666,45.583702,0,0,1,0,0,0,3,10,2021,0.8660254,0.5,Tuesday,6543.1581,8259.0
A,2021-10-19 22:00:00,1,3.0,1.4666666666666666,57.8237,0,0,0,0,0,0,3,10,2021,-0.5,0.8660254,Tuesday,8605.0735,8978.0
A,2021-10-23 20:00:00,1,2.0,1.5,59.443703,0,0,0,0,1,0,7,10,2021,-0.8660254,0.5,Saturday,7291.4282,7371.0
A,2021-10-30 00:00:00,1,2.0,1.4,49.6337,1,0,0,0,1,0,7,10,2021,0.0,1.0,Saturday,8833.0751,7371.0
A,2021-11-01 14:00:00,1,7.0,1.4,64.9337,0,0,0,1,0,0,2,11,2021,-0.5,-0.8660254,Monday,6207.0355,7371.0
A,2021-11-03 21:00:00,1,5.0,1.4,49.813698,0,0,0,0,0,0,4,11,2021,-0.70710677,0.70710677,Wednesday,8329.123,40866.0
A,2021-11-08 15:00:00,1,7.0,1.4666666666666666,67.093704,0,0,0,1,0,0,2,11,2021,-0.70710677,-0.70710677,Monday,6114.2285,93043.0
A,2021-11-17 12:00:00,1,4.0,1.4666666666666666,65.4737,0,0,0,1,0,0,4,11,2021,1.2246469e-16,-1.0,Wednesday,5341.0081,2701.0
A,2021-11-18 05:00:00,1,7.0,1.4666666666666666,52.5137,0,0,0,0,0,0,5,11,2021,0.9659258,0.25881904,Thursday,6753.453,93043.0
A,2021-11-21 17:00:00,1,8.0,1.4666666666666666,61.5137,0,0,0,1,1,0,1,11,2021,-0.9659258,-0.25881904,Sunday,6566.8146,40866.0
A,2021-12-04 19:00:00,1,2.0,1.4333333333333333,61.693703,0,0,0,0,1,0,7,12,2021,-0.9659258,0.25881904,Saturday,7098.4936,39507.0
A,2021-12-08 22:00:00,1,2.0,1.4,38.4737,0,0,1,0,0,0,4,12,2021,-0.5,0.8660254,Wednesday,6935.7563,93043.0
A,2021-12-09 22:00:00,1,3.0,1.3666666666666667,45.8537,0,0,0,0,0,0,5,12,2021,-0.5,0.8660254,Thursday,6047.7818,39507.0
A,2021-12-09 23:00:00,1,3.0,1.3666666666666667,46.1237,0,0,0,0,0,0,5,12,2021,-0.25881904,0.9659258,Thursday,8045.4728,93043.0
A,2021-12-12 20:00:00,1,7.0,1.3666666666666667,44.2337,0,0,1,0,1,0,1,12,2021,-0.8660254,0.5,Sunday,6291.3682,40866.0
A,2021-12-15 16:00:00,1,1.0,1.3666666666666667,53.5937,0,0,0,1,0,0,4,12,2021,-0.8660254,-0.5,Wednesday,8322.1196,7371.0
A,2021-12-16 23:00:00,1,1.0,1.3666666666666667,54.6737,0,0,0,0,0,0,5,12,2021,-0.25881904,0.9659258,Thursday,5578.1287,93043.0
A,2021-12-18 00:00:00,1,3.0,1.4,58.993702,0,0,0,0,1,0,7,12,2021,0.0,1.0,Saturday,9463.4725,2326.0
A,2021-12-18 06:00:00,1,7.0,1.4,60.5237,0,0,0,0,1,0,7,12,2021,1.0,6.123234e-17,Saturday,8248.9246,40866.0
A,2021-12-18 08:00:00,1,5.0,1.4,61.5137,1,0,0,1,1,0,7,12,2021,0.8660254,-0.5,Saturday,8831.0323,40866.0
A,2021-12-21 01:00:00,1,4.0,1.4333333333333333,38.4737,0,0,1,0,0,0,3,12,2021,0.25881904,0.9659258,Tuesday,8407.1702,40866.0
A,2021-12-25 17:00:00,1,6.0,1.4333333333333333,64.9337,0,0,0,1,1,1,7,12,2021,-0.9659258,-0.25881904,Saturday,8576.7852,93043.0
A,2021-12-26 17:00:00,1,5.0,1.4,69.7937,0,0,0,1,1,0,1,12,2021,-0.9659258,-0.25881904,Sunday,9393.6445,93043.0
A,2021-12-30 17:00:00,1,7.0,1.4,64.7537,1,0,0,1,0,0,5,12,2021,-0.9659258,-0.25881904,Thursday,6397.793,1673.0
B,2021-01-01 18:00:00,1,1.0,0.0,65.203705,0,0,0,0,0,1,6,1,2021,-1.0,-1.8369701e-16,Friday,4220.4056,93043.0
B,2021-01-01 21:00:00,3,3.0,0.0,60.7037,0,0,0,0,0,1,6,1,2021,-0.70710677,0.70710677,Friday,5763.1434,3372.0
B,2021-01-01 23:00:00,1,1.0,0.0,59.083702,0,0,0,0,0,1,6,1,2021,-0.25881904,0.9659258,Friday,4742.7864,39507.0
B,2021-01-02 05:00:00,1,5.0,17.0,51.0737,0,0,0,0,1,0,7,1,2021,0.9659258,0.25881904,Saturday,3504.6956,8259.0
B,2021-01-02 06:00:00,3,1.6666666666666667,17.0,49.723705,0,0,0,0,1,0,7,1,2021,1.0,6.123234e-17,Saturday,5361.509733333333,28542.333333333332
B,2021-01-02 08:00:00,1,1.0,17.0,48.0137,0,0,0,1,1,0,7,1,2021,0.8660254,-0.5,Saturday,4475.3888,93043.0
B,2021-01-02 13:00:00,1,1.0,17.0,60.3437,0,0,0,1,1,0,7,1,2021,-0.25881904,-0.9659258,Saturday,5840.3811,4095.0
B,2021-01-02 14:00:00,1,1.0,17.0,61.9637,0,0,0,1,1,0,7,1,2021,-0.5,-0.8660254,Saturday,3612.0053,93043.0
B,2021-01-02 21:00:00,1,1.0,17.0,53.9537,0,0,0,0,1,0,7,1,2021,-0.70710677,0.70710677,Saturday,4411.4982,93043.0
B,2021-01-02 23:00:00,1,1.0,17.0,53.9537,0,0,0,0,1,0,7,1,2021,-0.25881904,0.9659258,Saturday,6791.835,7369.0
B,2021-01-03 00:00:00,1,6.0,18.0,50.9837,0,0,0,0,1,0,1,1,2021,0.0,1.0,Sunday,5763.1434,3372.0
B,2021-01-03 03:00:00,1,6.0,18.0,44.7737,0,0,1,0,1,0,1,1,2021,0.70710677,0.70710677,Sunday,5763.1434,3372.0
B,2021-01-03 04:00:00,2,2.0,18.0,43.2437,0,0,1,0,1,0,1,1,2021,0.8660254,0.5,Sunday,5828.0784,40866.0
B,2021-01-03 05:00:00,1,3.0,18.0,41.7137,0,0,1,0,1,0,1,1,2021,0.9659258,0.25881904,Sunday,5040.9461,40866.0
B,2021-01-03 06:00:00,1,2.0,18.0,40.9037,0,0,1,0,1,0,1,1,2021,1.0,6.123234e-17,Sunday,5675.5412,93043.0
B,2021-01-03 12:00:00,1,2.0,18.0,44.1437,0,0,1,1,1,0,1,1,2021,1.2246469e-16,-1.0,Sunday,4514.061,40866.0
B,2021-01-03 15:00:00,1,7.0,18.0,47.833702,0,0,0,1,1,0,1,1,2021,-0.70710677,-0.70710677,Sunday,3641.8373,40866.0
B,2021-01-03 16:00:00,1,1.0,18.0,47.563698,0,0,0,1,1,0,1,1,2021,-0.8660254,-0.5,Sunday,6378.9739,3895.0
B,2021-01-03 19:00:00,1,2.0,18.0,40.453697,0,0,1,0,1,0,1,1,2021,-0.9659258,0.25881904,Sunday,6536.0406,40866.0
B,2021-01-03 22:00:00,1,2.0,18.0,37.7537,0,0,1,0,1,0,1,1,2021,-0.5,0.8660254,Sunday,5120.1162,7161.0
B,2021-01-04 00:00:00,1,6.0,18.333333333333332,35.4137,0,0,1,0,0,0,2,1,2021,0.0,1.0,Monday,6003.4897,93043.0
B,2021-01-04 03:00:00,1,8.0,18.333333333333332,34.1537,0,0,1,0,0,0,2,1,2021,0.70710677,0.70710677,Monday,5763.1434,3372.0
