Model,Mean_MAE,Mean_RMSE,Mean_R2,Mean_MAPE
CatBoost,0.06832993972012621,0.2012071779445991,0.7594903204225602,4.539904973104964
RandomForest,0.06954955458863088,0.21316866850374455,0.7296283209276622,4.715579226555438
XGBRegressor,0.0773663017898798,0.21931753630363882,0.7140716314315796,5.347131817675327
SeasonalWeekly,0.21850401754717835,0.41109611415696756,-0.006094505993749055,15.792904515328809
PoissonGLM,0.2199968449526094,0.3995285879986844,0.05168680327095895,15.818998747883171
NaiveLastHour,0.23689444938935586,0.41041964939324704,-0.0006397222658100499,17.19776613729136
NaiveMean,0.23691019948122888,0.4104223299438821,-0.0006531491339196727,17.1993411464785
