iter	Passed	Remaining
379	278274	307566
380	278659	306451
381	279142	305449
382	279542	304358
383	280018	303353
384	280452	302305
385	280915	301292
386	281460	300370
387	281896	299333
388	282326	298293
389	282849	297354
390	283326	296369
391	283710	295290
392	284161	294284
393	284647	293317
394	285181	292401
395	285699	291471
396	286192	290518
397	286664	289545
398	287318	288758
399	288182	288182
400	288959	287518
401	289816	286933
402	290562	286236
403	291361	285592
404	292280	285063
405	293020	284359
406	293541	283444
407	294098	282565
408	294527	281565
409	294974	280585
410	295408	279595
411	295850	278616
412	296364	277707
413	296751	276681
414	297240	275753
415	297711	274810
416	298055	273753
417	298547	272834
418	298937	271826
419	299509	270984
420	299953	270029
421	300328	269014
422	300786	268076
423	301141	267050
424	301625	266140
425	302068	265196
426	302577	264312
427	303215	263542
428	304098	262985
429	305045	262480
430	305987	261970
431	306939	261466
432	307827	260906
433	308673	260309
434	309375	259591
435	309771	258616
436	310178	257653
437	310733	256815
438	311226	255928
439	311650	254986
440	312161	254117
441	312653	253235
442	313139	252349
443	313493	251359
444	313921	250431
445	314391	249539
446	314825	248620
447	315298	247734
448	315810	246880
449	316339	246042
450	316863	245200
451	317394	244365
452	317868	243488
453	318340	242611
454	318800	241728
455	319444	240984
456	320291	240393
457	320939	239653
458	321892	239140
459	322704	238521
460	323478	237872
461	324291	237252
462	325121	236643
463	325589	235771
464	326077	234915
465	326531	234037
466	326974	233152
467	327601	232401
468	328101	231560
469	328553	230686
470	328933	229764
471	329371	228885
472	329810	228008
473	330315	227179
474	330794	226333
475	331228	225457
476	331652	224577
477	332117	223727
478	332665	222934
479	333181	222121
480	333623	221259
481	334066	220400
482	334500	219537
483	334985	218709
484	335635	217989
485	336547	217440
486	337328	216804
487	338321	216303
488	339200	215728
489	340095	215162
490	340942	214564
491	341658	213883
492	342130	213051
493	342651	212249
494	343130	211423
495	343574	210577
496	343974	209706
497	344466	208893
498	344844	208012
499	345322	207193
500	345743	206341
501	346217	205523
502	346708	204716
503	347177	203897
504	347645	203079
505	348205	202317
506	348718	201527
507	349192	200717
508	349710	199932
509	350160	199111
510	350606	198288
511	351060	197471
512	351540	196671
513	352315	196035
514	352994	195346
515	353782	194717
516	354498	194048
517	355232	193389
518	356145	192826
519	357048	192256
520	357682	191541
521	358216	190774
522	358798	190033
523	359234	189215
524	359669	188398
525	360148	187605
526	360725	186865
527	361229	186088
528	361691	185290
529	362161	184497
530	362673	183727
531	363190	182960
532	363650	182166
533	364104	181370
534	364552	180572
535	365015	179783
536	365580	179046
537	366050	178262
538	366561	177499
539	366988	176698
540	367435	175907
541	368028	175187
542	369103	174695
543	369877	174060
544	370680	173437
545	371459	172803
546	372283	172189
547	373131	171585
548	373906	170948
549	374337	170153
550	374799	169374
551	375192	168564
552	375699	167807
553	376194	167046
554	376644	166266
555	377045	165466
556	377520	164699
557	378002	163936
558	378460	163164
559	378910	162390
560	379411	161638
561	379902	160883
562	380312	160096
563	380733	159314
564	381203	158553
565	381683	157798
566	382157	157041
567	382638	156288
568	383108	155532
569	383567	154772
570	384158	154066
571	385004	153463
572	385755	152821
573	386659	152238
574	387491	151626
575	388416	151050
576	389141	150395
577	389980	149785
578	390506	149053
579	390983	148304
580	391448	147551
581	391902	146795
582	392360	146041
583	392875	145310
584	393300	144546
585	393787	143806
586	394303	143077
587	394842	142358
588	395268	141598
589	395730	140853
590	396161	140097
591	396693	139378
592	397147	138633
593	397582	137882
594	398034	137138
595	398424	136373
596	398953	135657
597	399407	134916
598	399989	134220
599	400829	133609
600	401589	132972
601	402412	132355
602	403316	131763
603	404009	131102
604	404862	130492
605	405706	129879
606	406319	129192
607	406890	128491
608	407332	127751
609	407807	127022
610	408203	126269
611	408686	125544
612	409166	124819
613	409673	124102
614	410141	123375
615	410769	122697
616	411310	121993
617	411795	121273
618	412286	120555
619	412718	119821
620	413152	119088
621	413541	118344
622	414055	117636
623	414555	116926
624	415034	116209
625	415526	115497
626	415930	114762
627	416340	114029
628	417090	113390
629	417879	112761
630	418624	112119
631	419275	111453
632	420133	110840
633	421069	110248
634	421732	109584
635	422640	108982
636	423130	108273
637	423621	107565
638	424099	106854
639	424614	106153
640	425121	105451
641	425664	104758
642	426065	104031
643	426522	103319
644	427046	102623
645	427517	101915
646	427867	101180
647	428336	100474
648	428823	99772
649	429278	99064
650	429776	98366
651	430235	97660
652	430680	96952
653	431164	96253
654	431754	95579
655	432215	94876
656	432675	94174
657	433457	93542
658	434343	92932
659	435231	92321
660	436061	91698
661	436841	91063
662	437647	90433
663	438529	89819
664	439216	89164
665	439717	88471
666	440195	87775
667	440682	87081
668	441074	86368
669	441573	85678
670	442137	85001
671	442599	84304
672	443061	83608
673	443459	82901
674	443915	82206
675	444460	81528
676	445034	80855
677	445468	80158
678	445940	79468
679	446455	78786
680	446970	78105
681	447452	77418
682	447940	76733
683	448409	76046
684	448818	75349
685	449448	74689
686	450210	74052
687	451037	73424
688	451962	72812
689	452915	72203
690	453793	71582
691	454624	70952
692	455389	70312
693	455845	69624
694	456349	68944
695	456799	68257
696	457325	67581
697	457744	66890
698	458232	66211
699	458680	65525
700	459106	64838
701	459626	64164
702	460106	63485
703	460540	62800
704	460991	62119
705	461508	61447
706	461935	60763
707	462456	60093
708	462939	59418
709	463326	58731
710	463753	58050
711	464242	57378
712	464684	56700
713	465136	56024
714	465913	55388
715	466740	54757
716	467552	54123
717	468854	53546
718	470147	52965
719	471516	52390
720	472552	51777
721	473443	51147
722	474000	50481
723	474681	49828
724	475245	49163
725	475991	48517
726	476706	47867
727	477528	47228
728	478224	46576
729	478879	45919
730	479464	45257
731	480011	44591
732	480466	43917
733	481006	43251
734	481506	42582
735	481978	41911
736	482713	41263
737	484141	40673
738	485440	40070
739	486678	39460
740	487867	38845
741	488941	38219
742	489768	37573
743	490497	36919
744	491233	36265
745	491943	35609
746	492687	34956
747	493544	34310
748	494374	33662
749	494984	32998
750	495482	32328
751	496005	31659
752	496624	30997
753	497305	30339
754	497831	29672
755	498306	29001
756	498759	28331
757	499475	27675
758	500852	27055
759	502259	26434
760	503632	25810
761	504884	25177
762	505872	24531
763	507015	23890
764	507954	23239
765	508662	22577
766	509403	21916
767	510148	21256
768	510716	20588
769	511170	19915
770	511645	19244
771	512093	18573
772	512639	17905
773	513151	17237
774	513602	16567
775	514071	15899
776	514531	15230
777	515083	14565
778	515531	13897
779	515989	13230
780	516544	12566
781	517037	11901
782	517514	11235
783	518156	10574
784	518939	9916
785	519839	9259
786	520633	8600
787	521572	7942
788	522415	7283
789	523319	6624
790	524056	5962
791	524748	5300
792	525355	4637
793	525780	3973
794	526194	3309
795	526631	2646
796	527115	1984
797	527596	1322
798	528065	660
799	528495	0
