iter	RMSE
0	0.3452102222
1	0.3300987501
2	0.3159805759
3	0.3028701776
4	0.2903686913
5	0.2784882712
6	0.2673610692
7	0.2565412725
8	0.2466516851
9	0.2372803623
10	0.2283705205
11	0.2194641255
12	0.211720465
13	0.2037730603
14	0.1967721814
15	0.1900982785
16	0.1834594552
17	0.177880156
18	0.1723978647
19	0.166069644
20	0.1609604402
21	0.1564088232
22	0.1517016407
23	0.147729565
24	0.1436731711
25	0.1392515963
26	0.1359951053
27	0.1325906934
28	0.1298328465
29	0.1272333904
30	0.1245307547
31	0.1218803622
32	0.1193378408
33	0.1169908318
34	0.1152206536
35	0.1127154028
36	0.1103182571
37	0.1080144029
38	0.1060771756
39	0.1041686811
40	0.1026986245
41	0.1013837772
42	0.1003869385
43	0.09912915181
44	0.0980138279
45	0.09677757954
46	0.09554419658
47	0.09466226397
48	0.09355487193
49	0.09280733902
50	0.09201816097
51	0.09134270405
52	0.09038715147
53	0.08982059868
54	0.0890337909
55	0.08854634439
56	0.08817180597
57	0.08743006851
58	0.0870355217
59	0.08670457476
60	0.08589473035
61	0.08539917969
62	0.08514736445
63	0.0848695837
64	0.08441405426
65	0.08408461249
66	0.08367745849
67	0.08341684868
68	0.08301667794
69	0.08282221084
70	0.0825240246
71	0.08223991819
72	0.08188208935
73	0.08154754527
74	0.08100741348
75	0.08086895339
76	0.08057449264
77	0.08010192652
78	0.0798793913
79	0.07956451
80	0.07940558455
81	0.07910587496
82	0.07880901897
83	0.078513768
84	0.07816820348
85	0.07799066698
86	0.07772409668
87	0.07749129964
88	0.07726200139
89	0.07712462067
90	0.07695930444
91	0.07672271066
92	0.07663655788
93	0.07653701698
94	0.07637417901
95	0.07619540219
96	0.07607875545
97	0.07592015407
98	0.07569414735
99	0.07547252546
100	0.07529287312
101	0.07507539793
102	0.07490528769
103	0.07477811605
104	0.07464363664
105	0.0745508915
106	0.07443747349
107	0.07436248779
108	0.07423416004
109	0.07403185092
110	0.07390069603
111	0.07376860337
112	0.0735757907
113	0.07348396384
114	0.07333241022
115	0.07322574333
116	0.07306694347
117	0.072960797
118	0.07284955668
119	0.07269000532
120	0.07258522908
121	0.07249059752
122	0.07238854151
123	0.07228503753
124	0.07221049494
125	0.07211280407
126	0.07201620194
127	0.07177903793
128	0.0717237541
129	0.07161054433
130	0.07154303324
131	0.07150831054
132	0.07137728874
133	0.0712800563
134	0.07118824399
135	0.07104446311
136	0.07087746646
137	0.07077249188
138	0.07066814317
139	0.07048840027
140	0.07035953104
141	0.07026436441
142	0.07021474867
143	0.07012897842
144	0.07004525396
145	0.06992114781
146	0.06980806444
147	0.0697108741
148	0.06964095303
149	0.06956778452
150	0.06948793082
151	0.06936894633
152	0.06929924559
153	0.06912981102
154	0.06906223784
155	0.06900393485
156	0.06892132144
157	0.06887564207
158	0.06883259287
159	0.06870114951
160	0.06864142473
161	0.06856430004
162	0.06843776265
163	0.06831366414
164	0.06818749459
165	0.0681373827
166	0.06797304634
167	0.06791639522
168	0.06784965513
169	0.06767019311
170	0.06762811508
171	0.06749058296
172	0.06735300146
173	0.06731882153
174	0.06729160216
175	0.06707256484
176	0.06694616167
177	0.06684023934
178	0.06671670262
179	0.06661759204
180	0.06653136804
181	0.06649772155
182	0.06640581561
183	0.06633743387
184	0.06622071495
185	0.06616358024
186	0.06607196642
187	0.06600940047
188	0.06593748509
189	0.06587813808
190	0.06579845776
191	0.06573481453
192	0.06566925788
193	0.06561864208
194	0.06548728695
195	0.06542496841
196	0.06523107898
197	0.06515928411
198	0.06505102481
199	0.06498858969
200	0.06494696265
201	0.06489898308
202	0.06481987013
203	0.06477342139
204	0.06466824761
205	0.06456271311
206	0.06446288463
207	0.06441234882
208	0.06429963628
209	0.0642205664
210	0.06415462461
211	0.06403563416
212	0.06398922875
213	0.06394063064
214	0.06386940841
215	0.06381482956
216	0.06377747565
217	0.06374082181
218	0.06367484515
219	0.06359933905
220	0.06353402423
221	0.06348431976
222	0.06343789158
223	0.06340275921
224	0.06328538209
225	0.06325067278
226	0.0631874224
227	0.06315506132
228	0.06310141206
229	0.06303382165
230	0.06294543255
231	0.06292515755
232	0.06289814747
233	0.06276967168
234	0.06272327627
235	0.06268992867
236	0.06262902311
237	0.0625342983
238	0.06248744453
239	0.0624396066
240	0.06227279191
241	0.06223268101
242	0.06221005957
243	0.06213615347
244	0.06210581131
245	0.06205940582
246	0.06204152137
247	0.06192166971
248	0.06185068777
249	0.06176126405
250	0.06171804299
251	0.06163429617
252	0.06160201953
253	0.0614958876
254	0.0614109255
255	0.06138442994
256	0.06136105319
257	0.06130617723
258	0.06114632129
259	0.06109530284
260	0.06101481674
261	0.06091013737
262	0.06086922635
263	0.06082957615
264	0.0607679405
265	0.06073715105
266	0.06065794915
267	0.06063294532
268	0.06059557615
269	0.06057487906
270	0.06054065526
271	0.06050802809
272	0.06041975852
273	0.06034545894
274	0.06025711823
275	0.06019110717
276	0.0601645641
277	0.06010124996
278	0.05996959359
279	0.05994781045
280	0.05991120207
281	0.05986328897
282	0.0598353386
283	0.05980018696
284	0.05978399073
285	0.05976813874
286	0.05972335543
287	0.05963038998
288	0.05957561207
289	0.05949772977
290	0.05948253885
291	0.05944577719
292	0.05940432901
293	0.05936388236
294	0.0593261786
295	0.05927448517
296	0.0592318617
297	0.05918331412
298	0.05915826968
299	0.05910929591
300	0.0590361924
301	0.05900390077
302	0.05896648657
303	0.05886521513
304	0.05874447959
305	0.05867257329
306	0.05866427125
307	0.05863735188
308	0.05860250254
309	0.05856948604
310	0.05852348437
311	0.05849254977
312	0.05846789707
313	0.05844868725
314	0.05841615494
315	0.05838750585
316	0.05838029292
317	0.05835506184
318	0.05833944782
319	0.05831230681
320	0.05827918341
321	0.05824701512
322	0.05819969784
323	0.05812920808
324	0.05808646713
325	0.05807275163
326	0.05802497706
327	0.05798149321
328	0.05794034214
329	0.05790509625
330	0.05787427413
331	0.05784045368
332	0.05781949545
333	0.05779088573
334	0.05775664477
335	0.05774348143
336	0.05771681822
337	0.05768531679
338	0.05763609502
339	0.05761466247
340	0.05758311258
341	0.05755416165
342	0.05754154953
343	0.05750810866
344	0.05750296394
345	0.05748310084
346	0.05747818644
347	0.05745207965
348	0.05741375403
349	0.05740427809
350	0.05736752763
351	0.057362916
352	0.05733392284
353	0.05732947132
354	0.05730922545
355	0.0572650348
356	0.05723565863
357	0.05720707491
358	0.05718560264
359	0.05718139355
360	0.05716111921
361	0.0570892484
362	0.05707726883
363	0.05702535958
364	0.05691983497
365	0.05681616706
366	0.05678671221
367	0.05676166315
368	0.05674450114
369	0.056726851
370	0.05669606435
371	0.05667207882
372	0.05665500343
373	0.05662514803
374	0.05660854586
375	0.05654963735
376	0.05652309989
377	0.05645784295
378	0.05635913191
379	0.0562632791
380	0.05623444705
381	0.05618959333
382	0.0561537393
383	0.05612601527
384	0.05612216635
385	0.05610508122
386	0.05609946275
387	0.05609581202
388	0.05606875658
389	0.05603880735
390	0.05602440051
391	0.05600173712
392	0.0559845639
393	0.05596979964
394	0.05594518721
395	0.05591718633
396	0.05588425175
397	0.05587112951
398	0.05585874461
399	0.0558349681
400	0.05581870487
401	0.05580528197
402	0.05577337405
403	0.05568957666
404	0.05564643583
405	0.0556095042
406	0.0555785436
407	0.05554578279
408	0.05553546631
409	0.05550961121
410	0.05549801323
411	0.05544347729
412	0.05538296615
413	0.05535312202
414	0.05533076939
415	0.0553090237
416	0.05529768193
417	0.05529379809
418	0.05524529022
419	0.05515847142
420	0.05512076665
421	0.05503826249
422	0.05501260361
423	0.05500169832
424	0.05494239083
425	0.05493862025
426	0.05493544058
427	0.05493235841
428	0.0549293698
429	0.05489675679
430	0.0548626157
431	0.05485094692
432	0.05482269874
433	0.05481500294
434	0.05480926415
435	0.05478654286
436	0.05478370656
437	0.05477632888
438	0.05476601679
439	0.05475922799
440	0.05472584085
441	0.05470121026
442	0.05461459379
443	0.05458372963
444	0.05457478157
445	0.05453019921
446	0.05450245613
447	0.05449919286
