iter	RMSE
285	0.2086511324
286	0.2085958197
287	0.2085408587
288	0.2083627875
289	0.2083081573
290	0.2081601622
291	0.2080885408
292	0.2078909785
293	0.2077484694
294	0.2076682382
295	0.2075367261
296	0.2074715251
297	0.2073664477
298	0.2071272721
299	0.2070251684
300	0.2068751635
301	0.2067726969
302	0.2066785889
303	0.2066232362
304	0.2065245373
305	0.2064857448
306	0.206402996
307	0.2062499325
308	0.2061135141
309	0.2060218844
310	0.2058502404
311	0.2057036275
312	0.2056194249
313	0.205582513
314	0.2055152975
315	0.2054783918
316	0.205344489
317	0.2052895168
318	0.2052472745
319	0.2051211833
320	0.2050372146
321	0.2049549984
322	0.2048533351
323	0.2047766208
324	0.2047422159
325	0.2046053592
326	0.2045148285
327	0.2044435008
328	0.2043299711
329	0.2042859306
330	0.2042054128
331	0.2040989902
332	0.2040582075
333	0.2040085327
334	0.2039040365
335	0.2037886368
336	0.2037103102
337	0.2036341188
338	0.2035988953
339	0.2035664073
340	0.2034702095
341	0.2033315364
342	0.2031549831
343	0.2030330088
344	0.2028975438
345	0.2028089348
346	0.2026790942
347	0.2025670018
348	0.2024190978
349	0.2023175115
350	0.2022592591
351	0.202216932
352	0.2020501538
353	0.2020145423
354	0.2019685541
355	0.2018830685
356	0.2018096907
357	0.2017140246
358	0.2016781826
359	0.2015975366
360	0.2015552945
361	0.2014109372
362	0.201328871
363	0.2012615632
364	0.2010974332
365	0.2010489254
366	0.2009611571
367	0.2009266953
368	0.2007378521
369	0.2006617925
370	0.2005380972
371	0.200500878
372	0.2004670276
373	0.2004395973
374	0.2002853431
375	0.2002169745
376	0.2001804876
377	0.2000460916
378	0.2000153084
379	0.1998882638
380	0.1997082033
381	0.1996756011
382	0.1994511979
383	0.1994264039
384	0.1993938161
385	0.1993288266
386	0.1992948817
387	0.199245047
388	0.1991650907
389	0.1990861212
390	0.1989310565
391	0.1988869415
392	0.1988137977
393	0.1987368488
394	0.1987036714
395	0.1985908725
396	0.1985549629
397	0.1985230198
398	0.1984538806
399	0.1983157617
